,TIME_PERIOD,ROL,GE,COC,RQ,VAA,CPI,FOP,JI,IUI,PR,DI,SOARS,TOGP,PTIP,QOES,AOLT,FLTA,EBOF,FOWD,QOMS,CLER,WTDA,DBP,DBD,SSB,DWCP,PMSI,PT,EC
7,2007,0.72,0.43,0.34,0.95,0.83,48.0,0.958,0.922,59.2,50,7.05,5.02,3.88,2.09,4.14,4.31,4.71,3.95,6.01,4.56,4.66,3.97,5.0,15.5,88.154100067088,60.25280880674,60.0,81.115239312579,83.443982924266
8,2008,0.78,0.52,0.23,0.97,0.78,50.0,0.958,0.932,63.4,55,7.23,5.07,3.66,2.06,3.67,4.65,4.54,3.99,6.02,4.36,4.3,3.94,5.0,15.5,88.467773462447,60.73618499967,60.0,83.228625554454,83.443982924266
9,2009,0.79,0.62,0.2,0.92,0.85,45.0,0.958,0.933,66.8,55,7.05,4.81,4.04,2.06,3.77,4.74,4.44,3.8,5.89,4.34,4.42,3.67,5.0,15.5,89.00242786341,61.307267118827,60.0,83.043920710177,83.443982924266
10,2010,0.76,0.72,0.2,0.93,0.79,43.0,0.958,0.934,68.4,55,7.05,4.59,4.23,1.92,3.78,5.06,4.47,3.53,5.69,4.17,4.29,3.53,5.0,15.5,89.196552075938,62.874543810673,60.0,82.613205792193,79.962143564022
11,2011,0.74,0.69,0.28,0.95,0.74,42.0,0.958,0.934,69.8,50,7.05,4.64,4.03,2.36,3.69,5.01,4.47,3.74,5.2,4.2,4.34,3.62,5.0,15.5,89.163023769785,64.159569356954,60.0,81.896886676616,79.962143564022
12,2012,0.78,0.83,0.24,1.01,0.78,49.0,0.956,0.938,73.1,50,7.05,4.69,4.24,2.51,3.59,5.08,4.51,3.99,5.31,4.23,4.37,3.68,4.0,15.5,91.495551822961,64.012405593057,60.0,82.315190787961,78.322799301727
13,2013,0.76,0.88,0.32,1.04,0.77,53.0,0.965,0.957,75.2,50,7.05,4.97,4.48,2.55,3.68,5.34,4.7,4.07,5.78,4.38,4.53,3.95,4.0,15.5,91.53239862466,64.188059834186,60.0,84.22988195719,75.590558864568
14,2014,0.87,0.95,0.41,1.17,0.85,55.0,0.967,0.954,75.8,50,7.48,5.17,4.44,2.72,3.76,5.66,4.99,4.15,5.98,4.56,4.82,4.01,4.0,15.5,92.332632739749,62.50440564572956,60.0,84.865340520544,75.590558864568
15,2015,0.77,1.05,0.43,1.07,0.85,55.0,0.967,0.954,79.2,50,7.37,5.01,4.46,2.63,3.72,5.77,4.99,4.09,6.17,4.55,4.87,4.01,4.0,15.5,92.038243296984,62.50440564572956,60.0,86.462455409777,68.877595901605
