,13
ROL,0.83
GE,0.83
COC,0.42
RQ,1.15
VAA,0.94
CPI,57.0
FOP,0.957
JI,0.974
IUI,68.5
PR,60.0
DI,7.54
SOARS,4.86
TOGP,4.65
PTIP,2.4
QOES,3.95
AOLT,5.68
FLTA,5.21
EBOF,4.26
FOWD,5.92
QOMS,4.37
CLER,4.25
WTDA,3.91
DBP,7.0
DBD,19.5
SSB,84.317188198773
DWCP,76.1329178495075
PMSI,56.666666666667
PT,81.028515439346
EC,72.899666998592
