,13
ROL,0.76
GE,0.88
COC,0.32
RQ,1.04
VAA,0.77
CPI,53.0
FOP,0.965
JI,0.957
IUI,75.2
PR,50.0
DI,7.05
SOARS,4.97
TOGP,4.48
PTIP,2.55
QOES,3.68
AOLT,5.34
FLTA,4.7
EBOF,4.07
FOWD,5.78
QOMS,4.38
CLER,4.53
WTDA,3.95
DBP,4.0
DBD,15.5
SSB,91.53239862466
DWCP,64.188059834186
PMSI,60.0
PT,84.22988195719
EC,75.590558864568
