,TIME_PERIOD,ROL,GE,COC,RQ,VAA,CPI,FOP,JI,IUI,CFI,PR,DI,EDBS,DBP,DBD,SSB,DWCP,PMSI,PT,EC,ELFE
16,2016,1.95,1.66,2.11,1.84,1.57,88.0,0.973,0.974,89.7,63.6,90,9.39,81.632083049142,3.0,7.0,94.612285829081,77.680731942764,72.0,85.281397543646,67.609776236987,7.4
17,2017,1.82,1.68,2.1,1.79,1.57,84.0,0.973,0.974,93.0,63.8,89,9.39,82.150711595811,3.0,7.0,94.64026781946,77.775788410079,72.0,85.279350963147,67.609776236987,7.7
18,2018,1.78,1.67,2.11,1.83,1.58,85.0,0.964,0.974,89.2,63.1,93,9.39,82.174909544016,3.0,7.0,94.668856948905,77.891382206388,72.0,85.279350963147,67.609776236987,7.5
19,2019,1.79,1.67,2.09,1.79,1.56,85.0,0.964,0.974,94.5,63.7,90,9.39,82.018478574585,4.0,7.5,93.089837759894,77.972100115405,72.0,85.279350963147,67.609776236987,6.5
20,2020,1.77,1.67,2.09,1.68,1.5,85.0,0.962,0.974,94.5,62.5,89,9.26,81.55856379716,4.0,7.5,93.111728425739,78.045257205458,72.0,85.283435803298,67.609776236987,7.7
21,2021,1.7,1.61,2.1,1.75,1.49,85.0,0.965,0.966,94.7,63.1,87,9.26,81.9069493121428,3.4,7.2,94.0245953566158,77.87305197601879,72.0,85.28057724727701,67.609776236987,8.4
22,2022,1.69,1.57,2.06,1.68,1.53,83.0,0.959,0.977,95.0,61.6,97,9.39,81.9069493121428,3.4,7.2,94.0245953566158,77.87305197601879,72.0,85.28057724727701,67.609776236987,8.8
