,TIME_PERIOD,ROL,GE,COC,RQ,VAA,CPI,FOP,JI,IUI,CFI,PR,DI,EDBS,DBP,DBD,SSB,DWCP,PMSI,PT,EC,ELFE
16,2016,1.58,1.66,1.78,1.81,1.36,81.0,0.976,0.952,84.2,57.9,90,8.63,79.425122659481,9.0,13.033333333333331,82.24429047681188,78.113460193268,62.0,82.167296847601,70.940538170434,10.3
17,2017,1.57,1.61,1.8,1.78,1.43,81.0,0.971,0.919,84.4,58.4,83,8.61,79.428672782228,9.0,13.0,82.202748316799,78.144349126424,62.0,82.157760355685,70.394090083002,10.1
18,2018,1.59,1.52,1.9,1.76,1.44,80.0,0.973,0.919,87.0,58.0,81,8.68,79.023990373322,9.0,13.0,82.214093176168,78.114655932966,60.0,82.140948763464,70.394090083002,10.3
19,2019,1.58,1.5,1.87,1.71,1.35,80.0,0.973,0.919,88.1,58.2,80,8.68,79.022313489564,9.0,13.0,82.338519767684,78.161159530825,60.0,82.105637459541,70.394090083002,10.3
20,2020,1.52,1.31,1.83,1.58,1.37,80.0,0.965,0.919,89.8,56.5,81,8.67,79.18022959204882,9.0,13.0,82.24429047681188,78.13798121379943,60.0,82.15538925426397,70.76850821698307,10.1
21,2021,1.57,1.29,1.78,1.63,1.42,80.0,0.965,0.919,91.4,57.3,79,8.67,79.090639123849,9.0,13.1,82.2330455617042,78.1471312496568,60.8,82.1803460496464,71.2441204412292,12.3
22,2022,1.53,1.29,1.82,1.52,1.41,79.0,0.952,0.919,91.6,57.2,96,8.8,79.090639123849,9.0,13.1,82.2330455617042,78.1471312496568,60.8,82.1803460496464,71.2441204412292,12.5
