,TIME_PERIOD,ROL,GE,COC,RQ,VAA,CPI,FOP,JI,IUI,CFI,PR,DI,EDBS,DBP,DBD,SSB,DWCP,PMSI,PT,EC,ELFE
16,2016,2.01,1.84,2.19,1.81,1.53,89.0,0.969,0.978,87.7,59.9,90,9.03,79.867020753668,3.0,17.0,92.372939383773,73.446839539059,62.0,90.3095435282,66.397984404955,7.9
17,2017,2.02,1.98,2.16,1.81,1.56,85.0,0.977,0.978,87.5,58.5,91,9.03,79.860022607856,3.0,17.0,92.39359896538,73.340150753081,62.0,90.234946351183,66.397984404955,8.2
18,2018,2.03,2.01,2.17,1.78,1.59,85.0,0.984,0.983,88.9,59.6,89,9.14,79.746608503342,3.0,17.0,92.410229387835,73.359369199761,62.0,90.135734727373,66.397984404955,8.3
19,2019,2.01,1.97,2.11,1.84,1.56,86.0,0.979,0.978,89.6,59.8,90,9.25,79.803901895105,3.0,17.0,92.431873861911,73.407575580637,62.0,90.641568800953,66.397984404955,7.3
20,2020,2.02,1.9,2.17,1.85,1.61,85.0,0.983,0.981,92.2,57.0,92,9.2,79.85751413868996,3.0,16.733333333333334,92.47311138434178,73.39939952772681,62.0,90.897459634658,66.397984404955,8.2
21,2021,2.01,1.92,2.24,1.89,1.61,88.0,0.975,0.981,92.8,58.4,92,9.27,79.9337655360844,3.0,16.2,92.61501335357579,73.4212310469114,62.0,90.4438506084734,66.397984404955,8.2
22,2022,1.96,1.75,2.25,1.78,1.61,87.0,0.979,0.976,93.0,56.9,100,9.29,79.9337655360844,3.0,16.2,92.61501335357579,73.4212310469114,62.0,90.4438506084734,66.397984404955,8.4
