,TIME_PERIOD,ROL,GE,COC,RQ,VAA,CPI,FOP,JI,IUI,PR,DI,SOARS,TOGP,PTIP,QOES,AOLT,FLTA,EBOF,FOWD,QOMS,CLER,WTDA,DBP,DBD,SSB,DWCP,PMSI,PT,EC
7,2007,1.9,1.97,2.39,1.55,1.46,94.0,0.985,0.971,80.8,90,9.06,6.22,5.83,5.71,6.01,6.54,6.08,6.63,3.28,5.53,5.14,5.38,3.0,17.0,92.32856597576216,76.259876315696,56.666666666667,68.824462388074,78.366875503267
8,2008,1.91,2.04,2.32,1.61,1.46,90.0,0.985,0.971,83.7,90,9.25,6.14,5.74,5.86,6.24,6.57,6.11,6.55,3.47,5.53,5.32,5.46,3.0,17.0,92.303566773602,76.532869161122,56.666666666667,68.78340112357,78.383373441025
9,2009,1.96,2.23,2.24,1.81,1.47,89.0,0.985,0.971,82.5,95,9.06,6.18,5.64,5.5,5.87,6.62,6.08,6.61,3.22,5.44,5.26,5.36,3.0,17.0,92.332121844368,76.560704989275,56.666666666667,68.78340112357,78.366875503267
10,2010,1.96,2.22,2.15,1.87,1.49,92.0,0.985,0.971,86.9,90,9.19,6.17,5.64,5.08,5.63,6.65,6.01,6.62,3.13,5.28,5.33,5.15,3.0,17.0,92.345579557218,77.065080090322,56.666666666667,76.827451041144,74.541738891245
11,2011,1.94,2.24,2.19,1.81,1.51,94.0,0.985,0.971,88.7,90,9.06,6.1,5.79,4.95,5.85,6.61,5.96,6.56,3.33,5.33,5.24,5.23,3.0,17.0,92.292540582451,76.916557005299,56.666666666667,80.247713378744,74.541738891245
12,2012,1.94,2.21,2.23,1.82,1.6,90.0,0.985,0.971,89.9,90,9.06,6.27,6.13,5.13,5.84,6.59,6.05,6.49,3.22,5.55,5.22,5.45,3.0,17.0,92.33382730086,77.022476140138,56.666666666667,88.839006200865,73.454374811755
13,2013,1.96,2.18,2.2,1.84,1.57,89.0,0.985,0.981,91.5,90,9.03,6.43,6.07,5.5,5.93,6.55,6.03,6.44,2.75,5.64,5.15,5.74,3.0,17.0,92.363759796074,77.112896266688,56.666666666667,88.088290767932,73.454374811755
