,22
ROL,1.69
GE,1.57
COC,2.06
RQ,1.68
VAA,1.53
CPI,83.0
FOP,0.959
JI,0.977
IUI,95.0
CFI,61.6
PR,97.0
DI,9.39
EDBS,81.9069493121428
DBP,3.4
DBD,7.2
SSB,94.0245953566158
DWCP,77.87305197601879
PMSI,72.0
PT,85.28057724727701
EC,67.609776236987
ELFE,8.8
