,20
ROL,1.77
GE,1.67
COC,2.09
RQ,1.68
VAA,1.5
CPI,85.0
FOP,0.962
JI,0.974
IUI,94.5
CFI,62.5
PR,89.0
DI,9.26
EDBS,81.55856379716
DBP,4.0
DBD,7.5
SSB,93.111728425739
DWCP,78.045257205458
PMSI,72.0
PT,85.283435803298
EC,67.609776236987
ELFE,7.7
