,20
ROL,0.52
GE,0.32
COC,0.62
RQ,0.85
VAA,0.62
CPI,56.0
FOP,0.707
JI,0.57
IUI,83.2
CFI,40.0
PR,63.0
DI,6.85
EDBS,76.389915963137
DBP,5.0
DBD,37.0
SSB,82.75753136316895
DWCP,78.020022100811
PMSI,66.0
PT,76.831745719469
EC,64.36328314152
ELFE,5.3
