,TIME_PERIOD,ROL,GE,COC,RQ,VAA,CPI,FOP,JI,IUI,CFI,PR,DI,EDBS,DBP,DBD,SSB,DWCP,PMSI,PT,EC,ELFE
14,2014,1.85,1.66,1.81,1.7,1.44,79.0,0.983,0.952,86.2,56.0,90,8.64,79.316126630822,9.0,17.5,80.997172071966,78.1366134560735,62.0,76.843778109653,71.28459807733516,10.2
15,2015,1.76,1.66,1.78,1.71,1.42,81.0,0.976,0.952,87.6,57.1,90,8.64,78.851145442155,9.0,17.5,80.627201805662,78.084024488157,62.0,77.020556256969,71.486986257865,10.1
16,2016,1.58,1.66,1.78,1.81,1.36,81.0,0.976,0.952,84.2,57.9,90,8.63,79.425122659481,9.0,13.5,81.991793779149,78.113460193268,62.0,82.167296847601,70.940538170434,10.3
17,2017,1.57,1.61,1.8,1.78,1.43,81.0,0.971,0.919,84.4,58.4,83,8.61,79.428672782228,9.0,13.0,82.202748316799,78.144349126424,62.0,82.157760355685,70.394090083002,10.1
18,2018,1.59,1.52,1.9,1.76,1.44,80.0,0.973,0.919,87.0,58.0,81,8.68,79.023990373322,9.0,13.0,82.214093176168,78.114655932966,60.0,82.140948763464,70.394090083002,10.3
19,2019,1.58,1.5,1.87,1.71,1.35,80.0,0.973,0.919,88.1,58.2,80,8.68,79.022313489564,9.0,13.0,82.338519767684,78.161159530825,60.0,82.105637459541,70.394090083002,10.3
20,2020,1.52,1.31,1.83,1.58,1.37,80.0,0.965,0.919,89.8,56.5,81,8.67,78.55309631465,9.0,13.0,82.418072768721,78.202031464801,60.0,82.330086821941,74.097793786706,10.1
