,TIME_PERIOD,ROL,GE,COC,RQ,VAA,CPI,FOP,JI,IUI,CFI,PR,DI,EDBS,DBP,DBD,SSB,DWCP,PMSI,PT,EC,ELFE
16,2016,1.88,1.82,2.2,1.56,1.54,90.0,0.988,0.989,97.0,58.5,95,9.2,84.446564980773,5.0,6.0,91.819264375597,86.94028690369245,72.0,91.142196781168,68.365446805488,7.5
17,2017,1.8,1.75,2.19,1.61,1.52,88.0,0.988,0.985,97.1,58.7,87,9.22,84.532354186107,5.0,6.0,91.841025786574,87.044147259113,72.0,91.142196781168,68.365446805488,8.8
18,2018,1.77,1.81,2.16,1.63,1.57,88.0,0.988,0.985,97.3,58.4,85,9.22,84.517790528653,5.0,6.0,91.866930580471,86.96597242289737,72.0,91.142196781168,68.365446805488,10.4
19,2019,1.83,1.87,2.12,1.55,1.54,87.0,0.984,0.985,98.0,58.4,86,9.22,85.107470419127,5.0,6.0,91.889598966792,86.904663742633,72.0,91.142196781168,73.921002361044,9.9
20,2020,1.81,1.84,2.24,1.79,1.51,88.0,0.988,0.987,96.5,57.5,86,9.15,85.225742257046,5.0,6.0,91.86901696983061,86.94028690369245,72.0,91.142196781168,73.921002361044,9.3
21,2021,1.9,1.96,2.33,1.8,1.54,88.0,0.988,0.985,98.9,57.3,87,9.09,84.76598447434121,5.0,6.0,91.8986410547748,86.9832248641266,72.0,91.142196781168,70.5876690277104,9.8
22,2022,1.9,1.99,2.4,1.84,1.59,90.0,0.988,0.987,97.9,55.9,99,9.28,84.76598447434121,5.0,6.0,91.8986410547748,86.9832248641266,72.0,91.142196781168,70.5876690277104,10.0
