,TIME_PERIOD,ROL,GE,COC,RQ,VAA,CPI,FOP,JI,IUI,PR,DI,SOARS,TOGP,PTIP,QOES,AOLT,FLTA,EBOF,FOWD,QOMS,CLER,WTDA,DBP,DBD,SSB,DWCP,PMSI,PT,EC
7,2007,1.89,2.02,2.23,1.57,1.51,93.0,0.979,0.973,91.96666666666665,90,9.5,6.32,5.58,5.08,5.17,6.55,6.29,6.45,3.0,5.47,5.56,6.34,3.0,16.0,90.973077859039,79.601797791656,56.666666666667,80.863303433715,66.054194557648
8,2008,1.92,1.95,2.21,1.64,1.52,93.0,0.979,0.973,90.0,90,9.88,6.07,5.85,5.73,5.34,6.62,6.25,6.59,3.04,5.4,5.72,6.23,3.0,16.0,91.142842036769,79.794473635817,56.666666666667,81.042448173789,66.054194557648
9,2009,1.96,2.04,2.24,1.65,1.55,92.0,0.979,0.973,91.0,90,9.5,6.12,5.96,5.8,5.28,6.7,6.21,6.66,3.26,5.4,5.86,6.23,3.0,16.0,91.197064984174,79.917378983267,56.666666666667,81.042448173789,66.054194557648
10,2010,1.93,1.96,2.22,1.66,1.54,92.0,0.979,0.973,90.0,95,9.5,6.32,5.81,5.82,5.41,6.84,6.43,6.78,3.06,5.63,5.86,6.47,3.0,16.0,91.309257735055,79.981416558849,56.666666666667,80.982778446747,68.195515007345
11,2011,1.92,1.93,2.17,1.89,1.61,93.0,0.977,0.973,92.8,90,9.5,6.26,5.75,5.79,5.34,6.87,6.46,6.62,3.04,5.54,5.66,6.31,3.0,16.0,92.163977085665,79.845454863202,63.333333333333,81.946012028126,68.195515007345
12,2012,1.93,1.91,2.28,1.9,1.69,88.0,0.977,0.978,93.2,90,9.73,5.94,5.49,5.47,5.28,6.69,6.3,6.22,3.47,5.42,5.57,5.98,3.0,16.0,92.214270437618,80.073254163226,63.333333333333,81.946012028126,68.195515007345
13,2013,1.95,1.79,2.24,1.9,1.66,89.0,0.976,0.978,94.8,90,9.73,5.93,5.46,5.55,5.04,6.53,6.23,6.17,3.53,5.38,5.65,5.94,3.0,16.0,92.263775583917,79.86896266600283,63.333333333333,81.946012028126,68.195515007345
