,13
ROL,1.95
GE,1.79
COC,2.24
RQ,1.9
VAA,1.66
CPI,89.0
FOP,0.976
JI,0.978
IUI,94.8
PR,90.0
DI,9.73
SOARS,5.93
TOGP,5.46
PTIP,5.55
QOES,5.04
AOLT,6.53
FLTA,6.23
EBOF,6.17
FOWD,3.53
QOMS,5.38
CLER,5.65
WTDA,5.94
DBP,3.0
DBD,16.0
SSB,92.263775583917
DWCP,79.86896266600283
PMSI,63.333333333333
PT,81.946012028126
EC,68.195515007345
