,TIME_PERIOD,ROL,GE,COC,RQ,VAA,CPI,FOP,JI,IUI,CFI,PR,DI,EDBS,DBP,DBD,SSB,DWCP,PMSI,PT,EC,ELFE
14,2014,2.1,1.78,2.25,1.68,1.52,92.0,0.992,0.989,96.0,57.5,90,9.11,84.065592468824,5.0,6.0,91.843827226171,86.77186708054717,72.0,91.834964794779,65.92540430397,9.0
15,2015,2.02,1.79,2.19,1.72,1.55,91.0,0.992,0.989,96.3,57.7,95,9.11,84.273573117637,5.0,6.0,91.802316421421,85.71507816265,72.0,91.834964794779,68.365446805488,8.1
16,2016,1.88,1.82,2.2,1.56,1.54,90.0,0.988,0.989,97.0,58.5,95,9.2,84.446564980773,5.0,6.0,91.819264375597,86.30144105802,72.0,91.142196781168,68.365446805488,7.5
17,2017,1.8,1.75,2.19,1.61,1.52,88.0,0.988,0.985,97.1,58.7,87,9.22,84.532354186107,5.0,6.0,91.841025786574,87.044147259113,72.0,91.142196781168,68.365446805488,8.8
18,2018,1.77,1.81,2.16,1.63,1.57,88.0,0.988,0.985,97.3,58.4,85,9.22,84.517790528653,5.0,6.0,91.866930580471,86.786173788463,72.0,91.142196781168,68.365446805488,10.4
19,2019,1.83,1.87,2.12,1.55,1.54,87.0,0.984,0.985,98.0,58.4,86,9.22,85.107470419127,5.0,6.0,91.889598966792,86.904663742633,72.0,91.142196781168,73.921002361044,9.9
20,2020,1.81,1.84,2.24,1.79,1.51,88.0,0.988,0.987,96.5,57.5,86,9.15,85.225742257046,5.0,6.0,91.843827226171,87.879698472404,72.0,91.142196781168,73.921002361044,9.3
