,20
ROL,2.02
GE,1.9
COC,2.17
RQ,1.85
VAA,1.61
CPI,85.0
FOP,0.983
JI,0.981
IUI,92.2
CFI,57.0
PR,92.0
DI,9.2
EDBS,79.85751413868996
DBP,3.0
DBD,16.733333333333334
SSB,92.47311138434178
DWCP,73.39939952772681
PMSI,62.0
PT,90.897459634658
EC,66.397984404955
ELFE,8.2
