,22
ROL,1.9
GE,1.99
COC,2.4
RQ,1.84
VAA,1.59
CPI,90.0
FOP,0.988
JI,0.987
IUI,97.9
CFI,55.9
PR,99.0
DI,9.28
EDBS,84.76598447434121
DBP,5.0
DBD,6.0
SSB,91.8986410547748
DWCP,86.9832248641266
PMSI,72.0
PT,91.142196781168
EC,70.5876690277104
ELFE,10.0
