GDPC,VABI,EMP,PAG,QOA,QOR,YUA,CO2,REST,EBSG,FDI,GGFC,LBGD,PC,ARP,ROL,GE,COC,RQ,SSB,PT,EUPC
-1.0568051812462422,1.993086620562367,0.0,1.6848243757442825,1.5074815155226573,1.967246466018455,-1.9833166648372527,1.915155429923501,-1.5471922283612631,-2.152114608168297,0.8200825675713566,-0.6242551813343598,1.821767363797074,-0.026673780623487388,-1.3413616559888966,1.1563031769553531,2.1096711765486718,1.220347766784033,1.3802270539878245,-1.861271809756096,-2.1234196305342907,-1.2953393896634924
-0.8270450026670537,2.6061296915497447,0.0,0.013999624509435855,1.4754925178457845,1.400381133630201,-1.1708057125283922,1.5132048338427082,-1.439398962237934,-1.6523623986376454,-0.2297599062129811,-0.13511041458689288,1.1701448616758818,0.6134969543402009,-1.1105897581843522,0.547722557505168,1.4949325555676023,0.7394225384947584,0.8802202721658213,-1.5170747234820992,-2.4659972487297432,-1.13464939197123
-1.191944447319365,-0.47023190104145396,-0.1873264989973339,-0.8077174662618001,1.443503520168909,0.8931858362301802,0.4583197827575549,1.2434458553742869,-1.249135722409696,-0.8716167180506936,-0.04167737833630825,1.818157896568075,-1.0922171145024626,-0.6134969543402015,1.8894449132746791,0.18257418583505688,1.4390472263875038,1.3165328124418856,0.9635547358028203,-1.4701077957572137,-0.646042817780093,-0.5644807307565537
-0.886180688226966,-1.0052513084486199,-0.9025731315325964,1.2374450707688316,1.2515695341076702,1.221371028665487,1.3241774137533613,1.2620333794960337,-0.9864234909030898,0.6401903446448234,-1.662606800400725,1.487058447697137,-1.2176120257488718,-0.3467591481053313,2.3509887088837638,-0.06085806194501716,0.7125379470462399,0.4508674015211969,0.8802202721658213,-1.339952717716641,-0.05224501950721906,-0.3099993101098578
-0.7728743365688072,-0.47023190104145396,-0.9621770175772073,-0.22338531282447677,1.0916245457233043,1.579391238594912,1.6360503045385795,0.6377213763836763,-0.7831600581755562,0.19889809292782945,0.9055746256971169,0.9378237219585148,-1.0068401355648453,-0.9335823218220456,-0.4182740647707315,0.18257418583505688,0.7125379470462399,0.835607584152615,1.1302236630768219,-0.06156516015117598,0.0285647476344172,1.3524865669702393
-0.622777344165012,-0.47023190104145396,-1.2601964478002363,-1.2824873409296254,-0.027990372967264282,-0.09136974107573496,1.4144564084543452,0.03638852288046701,-0.5020308867282809,-0.04601353047630506,-2.151621372880075,0.910045143206991,-1.5283686055019714,-0.7201920768341495,-0.6490459625752717,-0.3042903097250912,0.09779932606516938,0.7394225384947584,0.2968790267068154,0.02056927237159503,0.9331686114867627,-0.5096935349336543
-0.4842012084820472,-0.6039867528932464,-1.2601964478002363,-0.3420777814914331,-1.0836272963040847,-0.9267502309110598,1.0040973416316885,0.2502619142641133,-0.2707357880616403,0.25043176245587595,-0.37338656386425856,0.5152702300418016,-0.7385383703470797,-0.5068018318462533,-0.8798178603798119,-0.06085806194501716,-0.1816273198353172,0.9317926298104674,0.2968790267068154,0.05949407041438308,1.1470735868815989,-0.1658643471077749
-0.3456993914311026,-0.9718125954856747,-1.0217809036218097,0.5800713981518428,-1.3395392777190716,-0.9864202658992987,0.770192673542774,-0.25877299517194385,0.01865392262372944,0.4070335303761388,0.19428070209079049,0.42477183418781916,0.18733361312988184,0.2400640256113827,-0.4182740647707315,2.3734644158557234,-1.0757925867168732,-0.5109830550573483,-0.7031345369371947,0.08821965831100108,1.1507581686874515,2.550125588875296
-0.20407300630992187,-0.7934727930166194,-0.6045537013095675,1.0274507031272935,-1.2755612823653235,-0.5090599859933987,-0.07104341344367199,-0.5203022889034713,0.17560416814752172,0.43624495982682665,-0.23317958853801152,0.25144063344309125,-0.7240631237422833,1.6271006180327074,-0.18750216696619124,1.399735424735427,-1.0199072575367758,-1.0880933290044754,-0.36979668238919133,0.9015970329715918,1.1507581686874515,0.6089251407556796
0.012779744113217804,-0.04667487017744913,-0.2469303850419363,1.0731016526145845,-0.5718033334741108,-0.18087479355809186,-0.07104341344367199,-0.32259303166673026,0.3443358384863005,0.11664288168533973,0.4131403708927371,-0.16516552363938866,-0.3158705795232464,0.9869298830690192,-0.8798178603798119,-0.3042903097250912,-0.8522512699964838,-0.9919082833466187,-1.703148100581203,0.9252479691346087,0.17547628663476889,-1.5517987184935407
