GDPC,GDPCG,VABI,EMP,PAG,QOA,QOR,YUA,GGAG,REST,CO2,EBSG,FDI,GGFC,LBGD,PC,ARP,ROL,GE,COC,RQ,SSB,PT,EUPC
-0.8763016791128468,1.5467852131934563,1.886073767924155,0.0,0.5976539066886888,0.06307332223883642,-0.34602186020987097,-1.1634836321861044,1.0767904630149079,-1.6961337902174223,1.9538085721247,-2.9900317208208125,2.1142264124751615,-0.664314524100357,1.0636309724107484,0.40502890782395023,-0.4348063608981332,-1.4513964286566576,-2.1115184649231242,-0.36617725049631117,-1.1853719449960896,-1.6035877233932965,-1.4456027728453424,-1.8261065778580026
-0.5655724698057885,-0.8301683279087029,1.9685501185409418,0.0,1.575633026724725,1.429661970746939,-1.8264698190824789,-0.773393907682639,-0.5863339990443127,-1.6509776640798601,1.1373866679398281,-1.7206283010195256,0.16792652193069205,1.298510222435637,-0.12028914281358304,-0.5919653268196199,1.8841608972252395,-0.7441169507326006,-1.6114219863887,-1.0171590291564203,-0.985730354259906,-1.4563087854630328,-0.7613743112100336,-1.596739677947783
-1.2511867735948312,-2.961712952848349,0.7588969761614025,-1.3648589090203556,0.807220860982125,0.6780382140674871,0.10950058867400915,1.723685299656697,-1.5510334901600287,-0.6128475397132574,-0.22481590313814204,0.37844331495321676,-1.6853231746435238,0.24505985195604257,-1.836413688714886,-1.7491907777451925,2.1308595417064495,-0.6262370377452579,-1.0557592324615621,-1.194699514245541,-1.4848343311003636,-1.205272728536847,-0.8211742232905211,-0.39836751213423716
-1.3108064117525915,-0.7028945489890481,0.15407040497163296,-1.9417049384931104,-1.428159984814529,0.40472048436586655,-0.34602186020987097,2.0784270879592013,2.639516335501,-1.521038607235039,1.8893344823543585,0.361382575444113,-0.6772794066324441,-0.48759581001249047,-1.9827390150709803,-2.123063615736531,-0.5828255475868594,-0.9798767767072863,-0.5000964785344241,-1.194699514245541,-1.3850135357322717,-1.1141256683440313,-0.9606221859469405,-0.19098022001958315
-1.0379571830363892,0.4371320692623432,0.667256586587197,-1.4129294114764193,-0.10090260762276562,-1.4401741911200732,-0.4029621663203547,1.425752694534309,-1.2476551434064438,-0.8061434061898616,0.6776339289670342,-0.38431425889573134,0.7572444170756308,-0.052322307868510436,-0.35456736803293093,-0.8056069485289563,-1.5202803966154563,-1.215636602681972,-0.6667953047125657,-0.7212582206745525,-1.1853719449960896,-1.129868199887592,-1.192537165225112,0.06528222182414928
-0.6804042309136888,1.082263130994703,0.667256586587197,-0.9802948893718499,0.481227820970113,-0.756879866866025,-0.06132032965744462,1.1088836950185488,-0.2873208083591248,-0.29214688877710254,0.29153908906326265,-0.2756621005132537,0.08650760220672024,-1.2370613815778453,0.6550665796939847,-0.05786127254627881,-1.4216009388229727,-0.7441169507326006,0.1111325507854277,-0.957978867460047,-0.5864471727875391,-0.03467728013767248,-1.057107316705146,1.0231918894276968
-0.5053393011746274,0.13598422633251073,0.11741424914195074,-0.5957308697233478,0.7606504266946947,0.06307332223883642,-0.9723652274252048,0.4372729072002845,-0.005768241947524472,0.013808904644744732,-0.1732741162577843,-0.08489543690664172,-0.14611788271891357,-0.9631734064965276,0.7471371079560276,-0.20028902035250293,-1.3229214810304892,-0.9798767767072863,0.38896392774899696,-0.4845375738890584,-0.286984786683264,-0.017376616770463253,-0.4372082337689546,0.6378590281881896
-0.33462242258599406,0.11263086433383918,-0.9822704257485385,-0.331343106215003,-2.8252730134374375,-0.21024440746278406,-0.459902472430841,-0.023512689705103403,0.031335584633849216,0.3805872353131047,-0.5584318327637318,0.21846248898217444,-0.12285533422635017,-0.7695022015374701,0.5294987619786347,0.40502890782395023,-0.4348063608981332,0.31680226615348334,0.7779278554979934,0.04808388137830348,1.010685553101926,0.3583569720823053,-0.23147261070985242,1.0816258616008965
-0.14604455252609513,0.3862276323903832,-0.8356458024298064,0.12532666711759627,0.7839356438384099,-0.07358554261197077,0.7927842619998293,-0.4363260874806154,0.247410810019496,0.12923349237392037,-0.41955014520611333,0.5371049306768472,-0.26243062518173055,-0.562743074308956,0.3924055119778825,0.22699422306617004,0.20661011475301294,-0.8619968637199436,1.333590609425132,0.1664442047710507,0.012477599421011188,0.22013242033577465,0.2856081964147453,0.5841382282959481
0.015933180926475336,0.18768868344453224,-1.3946521788324715,0.24550292325775364,-0.9391704247965109,-1.9184802180979106,0.16644089478449545,-0.31639558965592546,-0.20874799912798053,0.037078132909508586,-0.7332990587978193,0.8568753714454872,-0.9796925370357679,-0.7807089304521453,0.9492217937079007,0.06676300678416765,-0.13876798752068056,1.0240817440775403,0.8890604062834211,-0.011096280318069807,0.012477599421011188,1.1917165610363372,1.1375490498935326,-1.5065559043471632
0.30827708599379455,0.3311613474010864,-0.8356458024298064,0.6300669429062558,-0.10090260762276562,-1.2351858938438562,-0.9723652274252048,-0.3542683784426698,0.01605753839446005,0.46790443840563634,-0.8242000283868138,0.6778229451189196,0.10977015069928346,-0.5994238288695942,1.026673085754221,0.3338150339208382,0.009251199168045721,0.6704420051155118,0.3333976523562831,0.5807053366456657,0.711223166997651,1.194189270564867,1.4440445283101004,-1.3338001931450374
0.7053236248954952,0.47117353812463103,-1.2296994775988983,1.1588424699229487,-0.07761739047905047,0.8146970789182942,1.8746500780990434,-0.9577081464447943,1.3212392028451345,0.7008271094519369,0.4424159561130391,0.6665692674245133,-0.94867580571235,-0.7256395202150678,0.7884811811134591,0.4406358447755064,0.6013279459229491,0.9062018310901974,1.0557592324615626,-0.6028978972818057,0.6114023716295592,1.1947375273911545,1.4440445283101004,0.3538320407252961
0.9803813605614109,-0.17967760679830896,-1.0005985036633795,1.279018726063106,-0.07761739047905047,2.181285727426397,2.4440531392038936,-0.9299347680011818,-0.18037448468340067,0.9104805522334753,0.06737917230359637,0.7181201070434454,-0.15387206554976804,0.46469370293953915,0.7481408663428156,0.6364739980090647,0.40396903033798015,1.613481309014253,1.4447231602105597,0.46234501325291844,1.110506348470018,1.1960592420106733,1.4277801896038953,1.2956816707460794
