GDPC,GDPCG,VABI,EMP,PAG,QOA,QOR,YUA,GGAG,REST,CO2,EBSG,FDI,GGFC,LBGD,PC,ARP,ROL,GE,COC,RQ,SSB,PT,EUPC
-1.3234535789588493,1.1956078079708434,-0.23269303606950872,0.0,0.3881784066879622,-1.1185777577909728,-0.7280984729140814,0.5200813347044975,0.33963654050771414,-1.6801681980653393,1.20467197510704,-1.538309416053524,1.6513168911374598,-0.09714758340565591,0.72922879413239,0.30556509654349595,0.7484905595503458,-1.062458591348209,-1.0855321285957145,-2.552775071152178,-1.429552888919815,-2.122320909423782,-1.55497681263836,-1.8306868014736082
-1.1352535810962032,0.11995739972060726,-0.8192069899981428,0.0,0.037049565931172104,-0.9564047743194191,-1.593345688648543,-0.20490613105741748,-0.3227484969190623,-1.415219085644795,0.6573458190037634,-2.036415470436703,-0.5317205292397984,0.9246066235076857,-0.0754920825782054,0.44426131057742324,0.43742954778916104,-0.2744098348515239,-0.44932282245903143,-1.109209958151362,-0.736436336716269,-2.0615683778938227,-1.565232710029984,-1.6218390904669449
-0.9779147517186534,-0.6811766379972976,0.6343275914771658,-1.157587335004221,0.8327731978620273,-0.821260621426457,-1.396698594163438,0.36460616722175543,-1.165408482171122,-1.0802259549981295,-0.6049318228117163,-0.5508748688737807,-0.20882753458592737,1.1057324477899448,-1.5318170100492277,0.4962723908401459,0.5929600536697548,0.2884821340746793,-0.06759723877702181,-1.1941255530337629,0.6497967676908242,-1.8308704169105086,-1.6505529487022013,-0.8410565002591062
-0.8471022201367633,-0.2777844868797189,0.30281970447402334,-1.2435619911849056,0.56247977368234,-1.0645200966337882,-1.173831887080319,0.8901798312123278,2.1005874083809783,-0.8755079307140562,1.1169096719451745,-1.0652975744707907,0.32464784788568546,2.0872490239745654,-1.5240874419630488,0.5309464443486278,0.9817863183712338,0.626217315430401,0.6322329979733291,-0.5997163888569562,1.0458633689499939,0.2136065407243391,-1.390884027796121,-0.38889384052678433
-0.6199238670402583,0.48423722663041285,1.1825906353669744,-1.1790809990493925,1.5021914913911594,-1.0645200966337882,-1.042733824090249,1.219719588376835,-0.09851124594162354,-0.5181819246909468,0.8830776925825627,-1.0117582859708873,0.06492956957713697,-0.2946186454845774,-0.4527048693645329,0.35757617680621867,1.059551571311528,1.0765308905713642,0.44137020613232414,-0.17513841444495104,0.4517634670612393,0.22269100172036016,-0.350874350321987,0.28787239573096396
-0.5109039453127603,-1.1351692846630537,0.9785857818265802,-1.0931063428687078,1.1359060100261626,-0.6320588073763115,-0.662549441419046,1.3515354912426374,-0.39946124067450195,-0.30906500071151316,0.19343066956691252,-0.48960182796983226,-1.3670306675835082,-0.44847208070451267,-0.09676838685440126,0.35757617680621867,0.5929600536697548,1.2453984812492247,0.8230957898143342,0.6740175343790582,0.8478300683204091,0.23246949174763423,-0.17696998593643778,0.46826896916276384
-0.4800271586255399,-1.4720611634832699,-0.9977112368459884,-1.0286253507331933,-0.6424731546700978,-0.36177050159038854,-0.09882777056174563,1.4951810264169099,-0.2825234812831972,-0.14089168158889434,-0.2500190414078717,0.1707912698747589,-2.2584961093452827,0.26771347614969504,-0.40597405855686725,0.14953185575532782,0.7484905595503458,1.3579768750344654,0.8230957898143342,0.5891019394966572,1.3429133198943712,0.2823741227912923,0.46303235576755897,0.5694872875244813
-0.3421564059570176,-0.04309555264658513,0.608826984784617,-0.6632330619652815,-0.9531842871383366,-0.0644533652258751,0.5566625443886042,0.9155290433019055,-1.0084424064869146,-0.08912001594350046,-1.4473045711727883,-0.0757467776073388,0.261473131540363,0.061458704989397914,-0.05981029183488714,0.30556509654349595,0.5151948007294579,1.5268444657123266,1.5229260265646851,0.8438487241438603,1.4419299702091637,0.6992359414467976,0.4741454722642913,0.8921836043388716
-0.15384392925696003,0.1778700942114005,1.9476088361434496,-0.36232176533288607,1.6512317907051925,0.0706907876670882,0.8975175081627863,0.400095064147164,0.5975093791317687,0.004272008357994052,-1.1389936970706505,0.501054698467686,-0.12459457945883082,-0.6788513522139632,0.38100816777480856,0.18420590926380964,0.9817863183712338,1.1328200874639844,1.33206323472368,0.9287643190262603,0.35274681674644687,0.7035141586660293,0.4708211184232899,-0.49051435448693204
-0.04668787019969619,-0.4484428928758345,1.5395991290626656,0.04605785152536868,-1.2537909925344375,0.6923538909747092,1.1466038278439192,-0.1220987048981314,1.349097568592114,-0.15984078796890744,-0.09336280428305008,0.8064232955274625,0.2404148927585886,-0.8644447844563763,0.31860992802495336,0.3922502303147005,0.7484905595503458,-0.049253047281042996,0.7594748592006658,1.5231734832030677,-0.04331978451272183,0.7215205022754144,1.1475570773732724,-1.4332089863496453
