13,1,2
1,1,2
14,3,1
4,3,3
6,4,0
7,5,2
7,6,2
13,7,2
1,9,0
7,9,1
1,10,1
10,10,1
10,11,3
11,11,4
15,12,0
12,12,2
6,13,0
6,14,2
10,15,3
