6,1,0
15,3,0
1,3,0
15,4,1
13,4,2
15,6,0
7,6,0
1,7,1
15,7,0
7,9,0
15,10,2
7,10,0
1,10,0
9,12,0
15,13,3
3,14,3
13,14,3
3,15,0
5,15,2
