13,1,0
12,2,0
12,3,3
7,4,0
8,4,0
6,7,0
4,7,0
15,7,3
4,8,0
9,8,0
3,9,1
8,9,0
13,9,3
13,10,3
13,11,3
7,12,3
7,14,0
4,14,2
14,15,1
1,15,2
