FDI,QOR,QOA,EIAP,PDPS,PGP,VABI,GCFP,GGFC,GDPCG,EII,EBSG,GDPC,EIS,LBGD,EMP,LTU,FEM,LFG,EPFRG,GGAG,DI,CFI,COC,CPI,VAA,EUPC
1.7130502582241935,1.0125856734352543,0.7891448775069917,1.779946805093197,-1.8792973501241703,-0.7600757144379897,2.1957680507093915,0.1936071518516649,-2.41435014742237,0.6205495222016334,2.1352696626602863,1.7486122911200699,-1.1901199018113433,-2.1436754154498554,1.9165031426761432,-0.2857038863347764,-1.32520886350305,-0.5839356873822452,0.8403150023096404,-0.13817847137808417,-0.376746593636364,0.0,0.0,1.0844961826122423,1.4098213998530953,-1.0493530983225874,-1.5415268407085716
1.3207596015142655,0.8829747072355387,0.7345763487432068,0.968041244875248,-0.9072469966116686,-0.5700567858284922,1.3164501201606364,0.11773763741352818,-1.514218301170163,-0.9918630016189176,1.8675516628126467,1.1915426147569408,-1.0910612421592831,-1.804982074708593,1.1415558232503809,-0.049259290747375624,-1.32520886350305,-0.4495044499992813,0.3766929320698558,-0.6115232530147034,-0.00565518876164722,2.1951007416747084,0.0,0.7878818420687232,1.4098213998530953,-0.8628014363985714,-1.3536793364668989
-0.3944382332977562,1.2718076058346794,0.8437134062707718,1.3427668880527637,-0.9072469966116686,-0.23752366076187195,-0.523042562136757,-2.1508435612983634,0.5770353217282213,-2.3021315792984436,0.8976150285557201,0.9790369948225883,-1.2675898005644788,-0.9705899996891281,-0.5940529103909767,-1.7043714598591921,-0.4033244367183192,-1.5249543490629835,-1.9414174191291493,-0.30722378320257826,-1.3219610882518074,0.0,0.0,1.2328033528840052,1.1168714985849197,-0.3031464506265234,0.18367492970838067
-0.9470812752321806,1.4014185720343892,1.7168098664912728,0.8431326971494094,-0.9072469966116686,-0.23752366076187195,1.0233441433110526,-0.8796890058695447,-0.8894287748477023,1.5484832644772635,0.683576259264889,0.7359277247233533,-0.9077514696506205,-0.7192359655015912,-0.34883204319126504,-1.8620011902507962,0.8258547989946545,-1.9954636799033432,-1.014173278649539,-0.2447510024339622,3.278795177420074,0.004118387883060327,0.0,0.9361890123404861,1.1168714985849197,-0.4896981125505394,0.09500498198546868
-0.6349668111345006,1.077391156535109,1.9896525103101783,0.1561356846572975,-0.9072469966116686,-0.6650662501332409,0.8919518088612399,-0.35127740442211325,-1.0374287298475262,0.5916436849530998,0.7015215290997271,0.5519169265755295,-0.6808490482368842,-0.6522985614076762,-0.1808105568058619,-0.8374079427053855,0.5185599900664107,-0.9200137808396505,0.37669293206981463,-0.11222789497173566,-1.2505599933348135,0.004118387883060327,-0.9260389439074527,0.19465316098168503,1.4098213998530953,0.8161635209175726,1.720107307954401
-0.7609579709537474,0.5589472917362585,0.4617337049243014,0.5933156016977323,-0.9072469966116686,-0.7600757144379897,0.2653114445621269,-1.1571152539588823,0.1833232752776087,-0.7809025026941282,0.4674509798102784,0.49594088780327933,-0.6948059722126766,-0.49268442531743584,-0.7901373122566783,-0.758593077509589,0.5185599900664107,-0.6511513060737225,-1.014173278649539,-0.24856216105650317,-0.7745526938881874,1.3302392862306365,2.335228641157923,1.8260320339710367,-0.054928106487782936,2.3085768163096967,-0.6755909296045544
-0.9127200498269313,0.17011439313711765,-0.8479109854064454,0.4059527801089732,0.06480335690083322,-0.23752366076187195,-0.8767911548862536,-1.2182861413100798,0.8661326870617553,-0.22478345328541965,0.0645055427760412,0.05709296200254205,-0.6085928864107674,-0.10955508707210493,-1.0899825709673565,-0.5221484819221771,0.5185599900664107,-0.4495044499992813,0.37669293206981463,-0.121596293700271,-0.2708592555961961,1.3302392862306365,-1.77155276225774,1.2328033528840052,0.2380217947803927,1.7489218305376484,0.8949857347178434
-1.2849666583837975,0.04050342693740787,-1.1753221579891358,0.03122713693145894,0.06480335690083322,0.42754258937136896,-1.2507539529357248,-0.592874360820485,0.7996773961525923,0.1639102832473405,-0.3977015367156385,-0.5461642178140845,-0.39732900650759895,0.35226756394836395,-0.9312494423324414,-0.3645187515305841,0.21126518113816767,-0.11342635654187615,-0.5505512084097545,-0.8487440925041002,-0.03674137974591669,1.3302392862306365,-0.6844635672359481,-0.6951898606488723,-0.34787800775595856,0.8161635209175726,1.918046794484199
-0.42593602325256796,-0.8667733364605779,-1.557301859335606,0.46840705397189386,0.06480335690083322,0.7600757144379897,-0.5735780753866826,0.006094428170810712,0.20535151357365683,0.9503072287887413,-0.661461610683639,-0.41001304168534375,-0.006199156935221224,0.5439920910183383,0.056800367367937296,0.029555574448420895,0.21126518113816767,0.35708297429849295,-0.0869291381699699,1.7014079140819536,0.5883824920783771,-0.2841687639316337,-0.5636758789001916,-0.10196117956183408,0.2380217947803927,0.06995687322150859,-1.0605601061245258
-0.12241186550620027,-1.2556062350597188,-1.0116165716977905,-0.46840705397189525,0.06480335690083322,1.7101703574854765,-0.8970053601862246,0.35492604228862773,1.0536588474137092,0.08085863903125586,-0.7351004995498441,-0.9845940978045037,0.19464957240684558,0.723790793975887,0.8425050269706977,0.5812596308190301,-0.0960296277900761,0.8948079238303392,0.8403150023096404,-1.2554635534338845,0.3634933291765527,-0.6301133461092543,0.88577638112887,-0.6951898606488723,-0.054928106487782936,0.06995687322150859,-1.3559938058800447
0.3128303229602895,0.04050342693740787,-0.46593128405997974,-0.8431326971494094,1.036853710413335,2.137712946856846,-0.6948633071865117,0.839976715591595,0.7786646988614397,-0.1557059250714719,-0.763673542433358,-1.5486333231966818,0.39781548686397233,0.7906354003121261,0.8987035059631017,1.0541488219938429,-0.4033244367183192,1.2308860172877445,1.303937072549425,0.357775826903273,0.3906937462877885,-0.6301133461092543,1.1273517578003747,-0.8434970309206286,-1.2267277115604855,0.06995687322150859,-0.2956614570724483
-1.0215305969435537,0.6885582579359683,-0.46593128405997974,-1.4676754357786022,1.036853710413335,1.2351230359617327,-0.6645419992365535,0.9911243543971747,0.7681941651347197,-0.05333792400080184,-0.7522940379890584,-1.7244389329760692,0.6576397510827052,0.8552903675818543,0.7753038709101953,1.5270380131686443,-1.0179140545748064,1.5669641107451495,0.8403150023096404,-1.756796006540885,-0.6827512861377666,-0.6301133461092543,0.2818379394500958,-0.6951898606488723,-0.9337778102923099,0.2565085351455246,0.7028417157999076
-0.1310021718575125,-1.2556062350597188,-1.0116165716977905,-1.7174925312302793,1.036853710413335,0.5225520536761178,-0.5634709727366989,0.44099912716992284,0.11718232877718937,0.25300572807470206,-0.5509437163097683,0.16351860968753615,0.9750546231221138,0.7053448370910554,0.7739282263782831,1.2905934175812437,-1.32520886350305,1.1636703985962578,0.37669293206981463,1.3721036620003515,0.14783287922318328,-0.6301133461092543,1.0065640694646265,-0.9918042011923914,-0.9337778102923099,-0.11659478870250742,-0.08119663716795918
-0.010737882939140395,-1.2556062350597188,-4.846658964277608e-15,-1.4676754357786022,1.036853710413335,-0.8550851787427385,-1.048611899936012,0.40900275617226584,1.196724924522763,-1.3873854635058616,-0.6407010639461262,0.3497348720459055,0.8948085914505558,0.7573912548917792,-2.1541055106481415,0.10837043964422861,-0.710619245646563,0.08822049953256503,-1.9414174191291493,2.252475707392366,-0.04937014483327616,-1.3796599408274526,-0.442888190564435,-0.9918042011923914,-0.9337778102923099,-1.2359047602466033,0.21991567769980183
1.6214203238101956,-1.2556062350597188,-4.846658964277608e-15,0.03122713693145894,2.008904063925837,-1.4251419645712307,0.2147759313121978,0.9574201660695739,-0.012566348460638112,1.7232016490709425,-0.7804517916492317,0.4578226501436788,1.568541118955712,0.6991875872376762,-0.6196256870382619,0.2660001700358329,1.7477392257793851,0.222651736915529,-0.0869291381699699,-0.03869659814123667,0.0,-1.3796599408274526,0.2818379394500958,-0.8434970309206286,-0.9337778102923099,-1.4224564221706195,0.14852335564174757
1.6786890328189445,-1.2556062350597188,-4.846658964277608e-15,-0.6557698755606517,0.0,-1.0451041073522356,1.1850577857108238,2.0391973485543113,-0.6779528567552499,-0.03585015036993455,-1.5351628657029273,-1.5173029202047397,2.1557893406069795,1.4651216330892294,0.3034960701142436,1.5270380131686443,2.0550340347076284,1.1636703985962578,1.303937072549425,0.0,0.0,-0.6301133461092543,-1.5299773855862269,-1.4367257120076669,-1.519677612828661,-0.6762497744745554,0.48110861503325186
