,FDI,QOR,QOA,EIAP,PDPS,PGP,VABI,GCFP,GGFC,GDPCG,EII,EBSG,GDPC,EIS,LBGD,EMP,LTU,FEM,LFG,EPFRG,GGAG,DI,COC,CPI,ROL,VAA,EUPC
0,1.64,5.6,5.9,1.31,236.0,0.81,26.22,19.7348651955033,19.5190716214398,1.47229261688244,27.3817201800184,7.26304789259444,38811.9205666821,71.3100017781219,0.736708060736333,77.6,1.7,73.6,0.4299999999999997,-682.0,3007.0,8.63,1.78,81.0,1.58,1.36,2350573.879781421
1,2.89,5.5,5.8,1.28,237.0,0.37,26.12,20.5132823593337,19.4595495195295,2.33286596055396,27.405240069354,7.08532591238356,40300.3970552912,71.3181370080118,0.636664655325102,78.3,1.6,74.3,0.2700000000000031,27047.0,-17289.0,8.61,1.8,81.0,1.57,1.43,17102342.01548512
2,4.0,5.5,5.6,1.25,237.0,0.3,25.94,21.4705359458837,19.5022339579089,0.813017363439201,27.3399862183204,5.98712377554916,41385.8951357578,71.4104749921611,1.11187859393261,79.0,1.4,75.0,0.21999999999999886,8209.0,-28666.0,8.68,1.9,80.0,1.59,1.44,22603920.91424436
3,1.91,5.3,5.5,1.2,238.0,0.23,25.63,21.3000724211289,19.9030235821301,0.76040219541116,27.1821282894814,5.63886185669669,42541.2684169328,71.61372365438,0.767069886389354,79.7,1.2,75.7,0.36999999999999744,16219.01000000001,-50838.0,8.68,1.87,80.0,1.58,1.35,27620459.176796243
4,4.49,5.5,6.166923076923077,1.22,238.0,0.08,25.38,21.6667343069671,21.7313211310231,-4.17345323463887,27.3718221770653,5.34511047593648,41481.2875156154,71.407459028269,-3.65712745171932,78.3,1.1,74.6,-0.6099999999999994,12158.98999999999,-58901.0,8.67,1.83,80.0,1.52,1.37,25861609.090909094
5,2.93,5.5,6.166923076923077,1.25,238.0,0.04,25.31,22.4613894888017,21.6742192217514,3.62612870918142,27.5018641500002,5.15854925662186,44190.3042592945,71.251981768563,-3.52298134618628,79.6,1.2,75.9,-0.0899999999999963,-21616.79999999999,-17183.714285714286,8.67,1.78,80.0,1.57,1.42,32395719.783653844
6,2.09,5.5,6.166923076923077,1.24,234.93333333333334,0.72,25.69,23.0210554269889,21.5213273138839,0.641609114499019,26.8677527420084,2.49690807693767,47183.1154412603,71.8920176111622,-2.69223668070362,80.8,1.1,77.0,0.6700000000000017,10577.546666666667,-17183.714285714286,8.8,1.82,79.0,1.53,1.41,35097752.05250597
