,GDPC,VABI,EMP,QOA,QOR,YUA,REST,EBSG,GGFC,LBGD,FDI,PC,ARP,CO2C,PAM,ROL,GE,COC,RQ,SSB,PT,EUPC
0,8985.27462991606,29.65,73.00000000000001,4.4,4.97,8.39,16.482,-13.0946532321483,17.4513357826862,-0.493558187376042,6.55,-11.6,19.1,4.819938080495356e-06,19.195046439628484,0.69,0.66,0.1,1.01,81.367723957015,79.20774472931,45.521990712074306
1,10219.1167554814,29.2,73.00000000000001,4.61,5.21,13.35,17.824,-11.5982555630593,18.6665424842249,-2.84458975367572,3.61,-9.0,20.9,4.9472812500000004e-06,27.1875,0.68,0.56,0.11,1.04,81.503459908765,79.492010429033,70.7241028125
2,8528.0345731597,25.02,67.0,4.22,5.28,29.58,19.798,-1.7551884432166,21.2054131585729,-8.62625802840177,-0.96,-13.2,20.3,4.1805379746835445e-06,28.79746835443038,0.72,0.69,0.23,0.95,82.186109471569,79.791756736811,337.93512974683546
3,8931.51931273936,26.21,64.3,3.57,5.27,35.74,19.639,-2.0294805048426,20.1107100441688,-7.01684396810606,3.01,-28.9,20.5,4.529354838709677e-06,34.83870967741935,0.78,0.74,0.37,0.96,82.520151442472,80.789148402894,281.2315822580645
4,10259.3319606422,28.35,66.9,3.73,5.23,32.59,19.943,-2.70687301540244,18.4673993995514,-5.54134997843493,4.36,-16.2,19.2,4.726171617161716e-06,30.693069306930695,0.77,0.7,0.32,0.93,84.636537376794,80.127684364775,309.50199438943895
5,11120.4032331718,28.2,68.5,4.23,5.17,26.68,21.437,0.613211062155,17.5438790188972,-2.89376512596964,1.59,-9.7,18.6,4.846521739130435e-06,36.454849498327754,0.84,0.83,0.39,1.12,84.670001223284,81.101555883641,339.1262244147157
6,11776.7925707049,27.62,69.9,4.32,5.02,21.9,22.689,1.45723922276025,16.7355436181775,-2.41727174209047,1.66,-9.0,20.6,4.515e-06,39.527027027027025,0.83,0.83,0.42,1.15,84.317188198773,81.028515439346,362.3329739864865
7,12395.9798491992,27.73,71.8,4.19,4.94,19.26,23.592,1.93030900824328,16.691874395721,-1.91155598487443,0.74,-7.2,19.1,4.493775510204082e-06,41.83673469387755,0.94,0.98,0.55,1.19,90.098078165672,81.075003706233,344.60864455782314
8,12861.3232963795,26.96,73.3,4.12,4.96,16.3,25.748,-0.986813445918793,17.1689914887841,-1.09372914202437,2.5,-10.7,22.2,4.694364261168385e-06,34.707903780068726,0.98,1.15,0.58,1.26,92.436369181715,81.549465695883,29.635158762886597
9,13491.9399094645,26.0,75.2,4.4,4.9,14.45,25.612,0.728400129662796,17.0291846390389,-0.460836663000581,2.74,-12.7,21.9,4.694513888888889e-06,32.986111111111114,1.0,1.03,0.68,1.12,92.931331733474,85.480409149,115.5738642361111
10,14871.5862267421,25.72,76.0,4.4,4.7,13.27,26.038,2.29428811674428,16.2993641257124,0.165584254224249,2.9,-11.6,22.9,4.916971830985915e-06,28.52112676056338,0.96,0.93,0.52,1.15,92.984744091709,85.497006103916,170.85368556338028
11,16298.0295828604,25.58,77.8,4.6,4.7,11.12,24.695,1.85690573820218,16.2178168712684,0.41373392033783,2.4,-5.0,22.9,4.971063829787234e-06,28.72340425531915,0.92,1.03,0.47,1.09,93.053500161956,87.887522095234,388.97636773049646
12,17516.0704623724,25.26,78.2,4.9,4.8,11.85,25.474,5.26244996545742,16.7959480603607,0.441720934198955,6.23,-0.8,20.6,5.0877224199288255e-06,32.02846975088968,0.99,1.01,0.67,1.15,93.175686141682,88.744373450497,188.35679074733096
13,17885.4118444944,24.79,76.7,4.283846153846154,5.011538461538462,19.56,26.773,9.07280544340076,18.3605454231444,-6.37406754219724,7.94,0.3,20.9,5.072633451957295e-06,33.80782918149466,0.95,1.01,0.78,1.08,93.273709124404,88.915657147028,514.5216466192171
14,20182.333587335,24.86,77.4,4.283846153846154,5.011538461538462,14.3,28.167,4.45314935011433,17.497494956833,-1.41920394655847,3.74,-1.7,20.0,5.1002846975088965e-06,28.82562277580071,1.07,1.02,0.82,1.27,87.79675644137743,82.90627523811436,405.6306234875445
15,23822.0564132645,25.64,79.0,4.283846153846154,5.011538461538462,11.87,29.599,-2.09191356240615,16.744046116116,-0.897036302352023,3.41,18.1,20.9,4.6538162544169606e-06,33.30977620730271,1.06,0.99,0.75,1.3,87.79675644137743,82.90627523811436,331.2879957597173
