,GDPC,VABI,EMP,QOA,QOR,YUA,REST,EBSG,GGFC,LBGD,FDI,PC,ARP,CO2C,PAM,EUPC
0,-1.1006665533965465,1.93370258653095,3.211646364981675e-15,0.3810489700241232,-0.2322140368919802,-1.2896124074832285,-1.8580933392125547,-2.3438540316784304,-0.1755262928906028,0.7519261588902171,1.51800224773466,-0.3732202940740857,-1.2267288696128225,0.2198451159538785,-2.4730971786365887,-1.5773261585966714
1,-0.8124130825298779,1.6412711934827915,3.211646364981675e-15,1.0699653198028354,1.1094670651505667,-0.6729730108581216,-1.494726245280315,-2.067304679668634,0.7309991070335895,-0.1033215381514536,0.1547562428962023,-0.0993937643830458,0.18646278818115,0.735268213042096,-0.9252409950122118,-1.3959898197524927
2,-1.207488188554207,-1.075091524164549,-1.35599712867912,-0.209450758357632,1.5007907199129775,1.344780498663145,-0.96023545286434,-0.2482067954553855,2.624957353400143,-2.206550838811576,-1.9643030231282028,-0.5417289277301102,-0.2846010977501732,-2.368134939026916,-0.6134469440338551,0.5266692466773862
3,-1.1132250132129695,-0.301772951437195,-1.9661958365847243,-2.341810888625074,1.444887340661201,2.110606846084649,-1.0032871428309762,-0.2988987294720176,1.8083257652704183,-1.621085425082231,-0.1234572274789931,-2.195219895479851,-0.1275798024397321,-0.9562942484558208,0.5565282917210251,0.1186711527034663
4,-0.8030178996057221,1.0889007843918266,-1.3785970808237706,-1.8169222411746264,1.221273823654115,1.7189911002441076,-0.9209744777375324,-0.4240876840669952,0.5824414466395205,-1.0843368527730963,0.5025230808651968,-0.8576826158351561,-1.1482182219576034,-0.1596758361508279,-0.2463359394031961,0.3220847798269209
5,-0.6018521444192473,0.9914236533757724,-1.01699784650934,-0.1766452178919768,0.8858535481434756,0.984245367571853,-0.516451051258572,0.1894972734834465,-0.1064904703344645,-0.1212103340776335,-0.7818957740336222,-0.1731162916075565,-1.6192821078889266,0.3274428121548396,0.8695175379517385,0.5352395103691574
6,-0.4485047259259002,0.6145120801137023,-0.7005985164842107,0.1186046462988993,0.0473028593668824,0.3899840135662055,-0.1774528384395237,0.3454821735638542,-0.7094961742056372,0.0521262876248365,-0.7494375358231828,-0.0993937643830458,-0.0490691547845102,-1.0143956405817165,1.464489901453089,0.7022186503336822
7,-0.3038485511655443,0.685995309525474,-0.2711994257358246,-0.3078673797545888,-0.3999241746472949,0.0617727218141329,0.0670482687294861,0.4329102318489173,-0.7420727385889877,0.2360932929668533,-1.1760315237318155,0.0901784484799817,-1.2267288696128225,-1.1003020327917072,1.9117987619293504,0.5746870770173468
8,-0.1951337804380326,0.1856127036430694,0.0677998564339553,-0.5375061630141604,-0.2881174161437518,-0.3062217568169793,0.6508183540632477,-0.1062033614801087,-0.3861507682344485,0.5335986663324861,-0.3599386772979091,-0.2784341876425718,1.207101207699021,-0.2884165138019531,0.5311958058280084,-1.691636416801172
9,-0.0478074542075639,-0.4382409348596697,0.4971989471823446,0.3810489700241232,-0.6235376916543861,-0.5362183059614245,0.6139942670477593,0.2107853726538276,-0.4904445153121548,0.7638294479684883,-0.2486532891478308,-0.4890699797126025,0.971569264733358,-0.2878108937014609,0.1977453316483026,-1.0732830758818015
10,0.2745091787583165,-0.6201982460896358,0.67799856433956,0.3810489700241232,-1.741605276689842,-0.6829188075778814,0.729340304316861,0.5001772349192545,-1.0348793278246766,0.9917060339381456,-0.1744630303811122,-0.3732202940740857,1.7566757412855665,0.612590454353087,-0.666964558071736,-0.6755290951240532
11,0.6077586600948369,-0.7111769017046189,1.0847977029432954,1.03715977933718,-1.741605276689842,-0.9502120944214256,0.3657024450389199,0.4193445686668671,-1.0957123180920638,1.0819768042278577,-0.4063075890271084,0.3218778197570154,1.7566757412855665,0.8315285070049881,-0.6277905461490179,0.893925419062842
12,0.8923206019364239,-0.919128114538863,1.1751975115219049,2.021325993306771,-1.1825714841721164,-0.8594566993536176,0.5766286493408679,1.048723422124655,-0.6644353948024376,1.0921577943493443,1.3696217302012226,0.7642129831040798,-0.0490691547845102,1.3037056333213808,0.0122839974138739,-0.5495892929434031
13,0.9786071155230608,-1.2245564583891635,0.8361982293521246,0.0,4.9652175039736276e-15,0.0990694595132318,0.9283528334079156,1.7529154695459328,0.5027300332863907,-1.3872591056694183,2.16253012077053,0.8800626687425968,0.18646278818115,1.2426328436774303,0.3568831216688106,1.7972592802144007
14,1.515220067021659,-1.179067130581672,0.9943978943646892,0.0,4.9652175039736276e-15,-0.554866674810974,1.305799725316665,0.8991565219767038,-0.1410922630662013,0.4151989047074245,0.2150358281441615,0.6694268766725661,-0.5201330407158362,1.354551611491933,-0.6079944262450113,1.0137575090528972
15,2.365541770121314,-0.6721860492981963,1.35599712867912,0.0,4.9652175039736276e-15,-0.8569702501736777,1.693535700362094,-0.3104369869618875,-0.7031534422783898,0.6051507035597561,0.062018419437804,2.75472121816587,0.18646278818115,-0.452535086489207,0.2604278379374295,0.4788412338414957
