,GDPC,GDPCG,VABI,EMP,PAG,QOA,QOR,YUA,GGAG,REST,CO2,EBSG,FDI,GGFC,LBGD,PC,ARP,ROL,GE,COC,RQ,SSB,PT,EUPC
0,-1.0414873618754814,1.5223053844100536,2.664652868237337,0.0,0.05214378754290336,0.9115436222074498,-0.056821677011778364,-1.124199592333632,0.09546150157101899,-1.5472980670534329,1.9452562179596928,2.4908885287003817,1.2619166717615202,-2.6218202021407016,2.3833466641049488,0.8136993936008404,0.5938288331069468,-1.5958626340564386,-0.3358741292999361,2.6731413874459253,-2.8011503764956345,-2.9849653631853243,-1.8215886912893082,-1.847070401477999
1,-0.7274879761764516,-1.1264210234504311e-05,2.14770081267101,0.0,0.12144882161891417,2.319472385220949,0.6425220400562499,-1.164161266314388,-1.5087016036097551,-1.2606295499833202,1.0179692194741425,1.8399154803000268,0.8421620955904375,-1.8897540282037146,2.095610701244351,1.183562754328495,1.2890430767443484,-1.4134783330214171,0.12854441985553225,1.6226437193969965,-2.1254960143258326,-0.10132738855155504,-1.8266749121946675,-1.6279998991279765
2,-1.392386590088701,-2.955007953470472,0.31017123333979585,-0.6766585641833259,0.2402574514635041,1.1461984160430383,0.8173579693232562,1.0736924766079543,-0.2911054300351433,-1.2655655641845274,0.7088623011948499,0.9689515852704699,-1.5796803186101347,0.4066661419090316,-0.4628568901696886,1.035617410037433,1.520781157956817,-0.50155682784631,1.3891090532775163,0.422074955912517,0.12668519290683752,-0.033973302449306665,-1.8266749121946675,0.24198509938376167
3,-1.117849189710541,0.7967357146934646,0.5592481328399354,-1.0430261845698718,-0.5716015191411938,-0.9656947284772057,0.7124564117630543,1.0337308026271983,2.665913848646057,-1.052747413432478,1.695234168374098,0.5968736130340624,0.39646762988069256,0.05491767867092591,-0.6653879605640025,0.8136993936008404,0.70969787371318,-0.50155682784631,1.322763546255308,-0.9285649030075334,0.8023395550766393,-0.002230010427166585,-0.8302658792839201,-0.26615255206907784
4,-0.6949274693774082,0.535557681583135,0.018798256566047826,-0.6243203326995284,-0.6310058340634889,-0.8483673315594168,0.6075548542028493,0.4298655069179949,-1.3588396718737679,-0.9832635212154839,0.8373052218077912,-0.5882059192096168,-1.2731179876986698,-0.20551319689177297,0.08290641013569533,1.1095900821829636,1.4049121173505816,-0.8663254299163529,1.4554545602997275,-0.3282805212652902,0.12668519290683752,-0.12733534469532784,-0.40660114286009746,1.0001169094465079
5,-0.6081345954882655,-0.771847597643146,-0.7707285192079776,-0.4673056382481506,0.6461869367658531,-0.37905774388825025,1.5167016863912846,-0.04079420885535439,-0.8388059600377775,-0.6624225981370128,0.17392538583261777,-1.0185971845485209,-0.3062675594394346,0.5050178420478597,-0.16206257911291913,1.035617410037433,0.8255669143194133,-0.8663254299163529,1.2564180392330968,0.27200386047695285,0.23929425326847115,-0.029950568121436955,0.6575943631424778,0.701393732253826
6,-0.5016801056021554,-0.5860037171420852,-0.7989259040570493,-0.7289967956671161,-0.8389209362915213,-0.14440295005267223,1.5516688722446852,0.38102346094151546,0.8076258951198136,-0.20527174442520413,0.28696415766596084,-0.700648945477906,-1.1905819755301985,0.9265521030632892,-0.44880655657815127,0.887672065746371,-0.7965996541678565,-0.50155682784631,1.057381518166469,-0.17820942582972613,0.4645123739917384,0.04065250887391014,0.5646039359093329,2.228601440172784
7,-0.42847964167136715,-0.40326821728054,-0.9117154434533397,-0.8860114901184939,-1.5814748728202086,-0.7310399346416278,0.7474235976164549,0.6607551788068079,-0.4294395208683624,0.1749911957677993,-0.15070945451814816,-0.7177578870902336,0.7549097398694822,0.9225805158503891,-0.6248802351747205,0.3698633607276546,0.3620907518944802,2.4165919887140332,0.062198912833321005,-0.7784938075719693,0.9149486154382704,0.03854391689489919,0.6099207396437285,0.6038073321976689
8,-0.2522871758224968,-0.06030723665049755,-0.7989259040570493,-1.0953644160536693,-1.1161410725955645,-2.138968697655127,0.432718924935843,1.48218958841124,-0.28034611185922625,0.28832967569551815,-0.5406853408609732,-0.3769971387843726,1.0190249788085903,0.8229416336690686,-0.4430918157755721,-0.3698633607276546,-0.10138541053045487,1.1399018814688788,-1.1983657205886615,0.12193276504139543,0.3519033136301048,0.034109593437826574,0.59776171162638,-1.0509458617241418
9,-0.015978165080109907,0.6562515796898597,-0.7143337495098324,-0.7813350271509062,-0.11616843807026574,-0.37905774388825025,0.15298143810863168,0.48758792489019775,1.2999927887891602,0.23384367278219234,-0.22210413969459328,-0.7397283532788781,-0.2425969214808996,0.22285475131942128,-0.23927074199365223,-0.2958906885821236,-1.0283377353803251,0.41036467732879317,-1.1983657205886615,-0.3282805212652902,0.12668519290683752,0.06230480122253703,0.8397484635276383,-0.9573581574839002
10,0.39046898747274444,0.9184885800332159,-0.24907689950013956,-0.3626291752805629,1.458045907370551,0.7942162252896607,-0.8960341374934092,0.47870755289447436,-0.1220304301278755,0.5972102566710636,-0.5294219713004342,0.060650004667748565,0.8115058624992911,-0.620947871144988,0.10082682128768186,-1.1095900821829634,-1.1442067759865584,0.5927489783638187,-0.26952862227772634,-0.7784938075719693,0.12668519290683752,0.11103545399508907,0.8305081801167921,0.506659330495169
11,0.7206991711402778,0.24845102825857068,-0.41826120859457333,0.7364736858790893,0.14125025992634582,-0.37905774388825025,-1.2457059960274248,-0.8888697344469566,0.9067653268836207,0.6594799742862939,-0.37602185419870476,-0.623555698034985,-1.664574502554848,-0.5236630052651083,0.27461835384185357,-1.7753441314927418,-0.56486157295539,0.775133279398836,-0.07049210121109852,-0.6284227121364118,-0.21114198817806337,0.15026235401331656,0.8182189279183382,0.17368970194024602
12,1.0245888401731458,0.30844081954943814,-0.3994629520285255,1.2075177692332302,-0.4824950467577514,0.7942162252896607,-1.2457059960274248,-0.8133865724833069,-0.27009914216787667,0.9674113217616067,-0.7471166874720145,0.21451793159406163,0.6794482430297369,-0.28195168836301443,0.40314147714809684,-1.479453442910618,-1.0283377353803251,0.41036467732879317,-0.3358741292999361,-1.5288492847497765,0.4645123739917384,0.20131611544500985,0.8808761273680835,-0.1809254913884589
13,0.9065044296309364,-0.9862406717900509,-0.36186643889642817,0.841150148846677,2.8144444314296195,-1.0420766198197341e-14,-1.2457059960274248,0.9893289426485813,-0.6763914904298869,1.1823177862141674,-1.2722755127761962,-0.022047817889275213,-0.9807046874446571,0.7291091679355471,-1.9121185292797471,-1.3315080986195562,-0.33312349174292344,0.5927489783638187,-0.8002926784554044,-0.6284227121364118,0.577121434353372,2.64155723354716,0.9125730885698895,-0.3477952142319139
14,1.4727064696363126,0.7185532381859931,-0.36186643889642817,1.5215471581359858,-0.1359698763776974,-1.0420766198197341e-14,-1.2457059960274248,-0.8444678744683396,-1.1649455804387758e-16,0.969689482162164,-1.2904589345642394,-0.12687080464057118,1.129859052291966,1.0730260332573927,-0.6466307823732036,-0.5178087050187161,-1.9552900602301932,0.41036467732879317,-0.6676016644109849,0.422074955912517,1.027557675799904,0.0,0.0,0.7157037134440282
15,2.265730372839542,0.057902631783296084,0.08459215454721689,2.35895886187668,0.0,-1.0420766198197341e-14,-1.2457059960274248,-2.141002185843982,-1.1649455804387758e-16,1.903925093090656,-1.5367227769238403,-1.2573873946123906,0.34222967902712564,0.4799841242863843,0.26465566325902934,-0.3698633607276546,0.2462217112882449,-0.50155682784631,-1.7954752837885493,0.5721460513480744,-0.21114198817806337,0.0,0.0,0.10629031816947694
