,Unnamed: 0,GDPC,VABI,EMP,QOA,QOR,YUA,REST,EBSG,GGFC,LBGD,FDI,PC,ARP,CO2C,PAM,ROL,GE,COC,RQ,SSB,PT,EUPC
0,-1.6269784336399213,-1.34436812226255,1.0125509118524652,7.146179475128373e-15,1.4875760240971125,1.5081632235510711,1.9355084322126193,-1.4576434284057276,0.5739554963701408,-1.7334163520605161,0.3154911788860437,-0.6997111736991842,-1.0200121043978736,-1.0768262306348702,0.9428350763371669,0.4116268818933024,1.3257248022184474,1.0675210253672442,-1.4675629339255727,-0.06177549081517275,-2.2573962048655196,-0.7614259863427311,-1.8855535314309766
1,-1.4100479758212652,-1.2146410567784676,0.35731068578008696,7.146179475128373e-15,1.3780095180729626,1.4816684642184177,1.463077165933776,-1.447322029795106,0.048785008087029735,-1.3911561338110345,0.2390423711645151,-1.3402918256773106,-1.6373104961084024,-1.0768262306348702,1.0172477236511095,0.9916213679799558,0.9908048521843135,-1.0141449740988875,-1.0203056588244457,-1.3467056997707945,-1.3199520900993802,-1.1010069292516802,-1.575684704277198
2,-1.193117518002609,-1.4341565567932424,-3.230129551966161,-2.0437979090318983,1.2136597590367388,1.3491946675551485,1.6647893919854173,-1.2036744686534613,-0.8311492667101616,0.03315371646476685,-0.8325062639375163,-0.5321746954895205,-1.5491250115783266,-0.5599496399301314,0.1129565136959036,0.49853626408471635,0.09768498542662273,0.2001601922563583,-1.0203056588244457,-1.0501833438579586,-1.1850578880753055,-1.186569718835251,0.6967000308003324
3,-0.9761870601839528,-1.1227514141863892,0.35731068578008696,-1.6415037687655145,1.2136597590367388,1.1637313522265704,1.192358125706574,-0.9484544302817264,-0.5402542492305575,-0.3309963323004035,-1.5138563269201444,0.3055076955587988,-0.755455650807647,-0.3876574430285527,0.8409440385321647,0.20664318082630587,-0.013954997918088607,-0.8406728074767095,-0.5730483837233187,-0.5559794173365658,-1.019545172558675,-0.012793420989385034,0.4364161013890164
4,-0.7592566023652966,-0.6664852042583996,0.7668358270753212,-0.9374890232993371,0.7753937349401391,0.44837285024491563,0.40143387092514027,-0.6973003974232662,-0.7579471389897575,-0.7491291382599378,0.19368671209691413,0.37449330423336613,0.08230645222807054,-0.04307304922539236,0.6585458729388605,0.5304061807166226,-0.2372349646075088,-1.1876171407210654,-1.2439342963750093,-0.7536609879451229,-0.06237964567082947,-1.0889545575516641,0.8475319514463681
5,-0.5423261445466404,-0.546408329315688,1.2091229796741736,-0.7363419531661488,0.501477469879763,0.2894042942489908,-0.028531663553357543,-0.3598219398214256,0.2684060221788914,-0.5723828575175406,0.47355188224607675,-0.34492804337283717,0.5673266171434859,0.4738035414793466,0.8181497043723552,0.3465179945289765,0.3209649521160454,-0.6672006408545316,0.5450948040294988,-0.9513425585536801,0.03803704394381745,-0.9233062744005448,0.9339173153901172
6,-0.32539568672798425,-0.39674937930522575,0.11159560100294877,-0.4849081154996579,-0.2380964457832474,0.07744621958775923,-0.18777815780465235,-0.2947658516090224,0.03946154097996205,-0.269498330969143,0.5407242203570908,-0.40405856509389504,0.8318830707337125,0.4738035414793466,1.0582152068010051,0.5880834217725216,-0.013954997918088607,-1.0141449740988875,0.09783752892837184,-0.8525017732494016,0.07958375705391944,0.03229559133677894,1.8902048610529727
7,-0.10846522890932808,-0.13032821680732648,0.2754056575210448,-0.28376104536646235,-0.6215792168677711,-0.2669856517367415,-0.2992507037805591,-0.09959758697181299,0.701920802612012,-0.30225064310164884,0.8303672152288057,-1.7049300429571672,1.846016142829581,1.5075567228888183,0.40805152648345255,0.8293648526751205,2.3304846523208496,1.5879375252337782,0.3214661664789354,0.7289507916190539,0.14328975231381091,-0.9120854236395649,0.801911083037721
8,0.10846522890932808,0.05552346645737682,0.1279766066547607,-0.13290074276656924,-0.5941875903617342,-0.6909018010592046,-0.4478807650817683,0.06304263355919458,1.464510223095596,-0.21394078912121509,0.8275033453073057,-0.34492804337283717,0.0,1.5075567228888183,0.39792717045265413,0.35977641155222356,1.3257248022184474,1.5879375252337782,-0.3494197461727552,0.8277915769233324,-0.15753696140852216,-0.8368821712216851,-0.11667666941898183
9,0.32539568672798425,0.26690963856388683,0.6194067762090372,0.16881986243321692,-0.731145722891921,-1.008838913051052,-0.5805861769578478,0.058038319081317416,1.330651774287246,-0.03505330712584015,0.862113245147023,-0.5223196085360108,1.3609959779141658,1.162972329085661,0.36767077691294636,0.63843220930769,-0.6837948979863542,1.5879375252337782,-0.3494197461727552,1.8161994299661184,0.952027120745726,1.3525945126513002,-1.658276799486249
10,0.5423261445466404,0.5701288192220968,0.4555967196909469,0.5208272351663056,-1.005061987952297,-1.2737865063775902,-0.7451408876841865,0.24163410648843564,1.1766555537495211,-0.08653255404032888,0.8017252490234084,0.7095662606526941,0.9641612975288257,0.4738035414793466,0.1011835121744232,0.2968538708986174,-0.7954348813310654,0.7205766921228922,0.09783752892837184,1.5196770740532826,1.123556473469213,1.3485375903471102,-0.5868434635197669
11,0.7592566023652966,0.791256825666262,0.16073861795837874,0.8728346078993943,-1.552894518073047,-1.2737865063775902,-1.0370927938115613,0.613204456470815,0.22506263171321364,-0.04961580089792752,1.0885729164389388,1.8034809124922637,0.6996048439385992,0.3015113445777649,-0.3498515130453316,-0.2125227062120316,-0.5721549146416428,-0.8406728074767095,2.334123904434002,1.3219955034447255,1.1327810979119108,1.3413857651213226,-0.28136764297360356
