"Country","NUTS1_ID","NUTS2 code+name","NUTS2_ID","NUTS2_name","Fund","Year","Programming_Period","EU_Payment_annual","Modelled_annual_expenditure","Standard_Deviation_of_annual_expenditure","Standard_Error_of_modelled_annual_expenditure"
"DE","DED","DED5 Leipzig","DED5","Leipzig","ERDF","2008","2007-2013","23,178,266","36,356,750","1,792,283","56,676"
"DE","DED","DED5 Leipzig","DED5","Leipzig","ERDF","2009","2007-2013","65,388,060","73,873,710","1,154,054","36,494"
"DE","DED","DED5 Leipzig","DED5","Leipzig","ERDF","2010","2007-2013","92,567,024","89,590,311","404,835","12,802"
"DE","DED","DED5 Leipzig","DED5","Leipzig","ERDF","2011","2007-2013","83,032,816","88,220,534","705,533","22,310"
"DE","DED","DED5 Leipzig","DED5","Leipzig","ERDF","2012","2007-2013","99,648,728","109,211,575","9,283,243","293,561"
"DE","DED","DED5 Leipzig","DED5","Leipzig","ERDF","2013","2007-2013","101,065,248","120,182,420","4,712,721","149,029"
"DE","DED","DED5 Leipzig","DED5","Leipzig","ERDF","2014","2007-2013","174,833,904","146,200,391","6,545,411","206,984"
"DE","DED","DED5 Leipzig","DED5","Leipzig","ERDF","2015","2007-2013","78,812,200","68,639,463","4,237,542","134,002"
"DE","DED","DED5 Leipzig","DED5","Leipzig","ERDF","2018","2007-2013","9,646,476","0","0","0"
"DE","DED","DED5 Leipzig","DED5","Leipzig","ERDF","2019","2007-2013","11,339,012","0","0","0"
"DE","DED","DED5 Leipzig","DED5","Leipzig","ESF","2007","2007-2013","7,930,766","11,193,588","525,744","16,625"
"DE","DED","DED5 Leipzig","DED5","Leipzig","ESF","2008","2007-2013","11,896,149","20,661,798","1,412,425","44,664"
"DE","DED","DED5 Leipzig","DED5","Leipzig","ESF","2009","2007-2013","43,855,432","44,226,038","59,716","1,888"
"DE","DED","DED5 Leipzig","DED5","Leipzig","ESF","2010","2007-2013","45,206,650","47,006,658","290,038","9,171"
"DE","DED","DED5 Leipzig","DED5","Leipzig","ESF","2011","2007-2013","51,769,422","54,250,607","399,797","12,642"
"DE","DED","DED5 Leipzig","DED5","Leipzig","ESF","2012","2007-2013","60,815,743","69,445,320","2,593,969","82,028"
"DE","DED","DED5 Leipzig","DED5","Leipzig","ESF","2013","2007-2013","84,402,454","73,910,820","1,713,706","54,192"
"DE","DED","DED5 Leipzig","DED5","Leipzig","ESF","2014","2007-2013","47,136,400","43,627,945","1,994,518","63,072"
"DE","DED","DED5 Leipzig","DED5","Leipzig","ESF","2015","2007-2013","29,292,824","29,925,261","1,822,362","57,628"
"DE","DED","DED5 Leipzig","DED5","Leipzig","ESF","2018","2007-2013","6,096,684","0","0","0"
"DE","DED","DED5 Leipzig","DED5","Leipzig","ESF","2020","2007-2013","5,845,509","0","0","0"
"DE","DEE","DEE0 Sachsen-Anhalt","DEE0","Sachsen-Anhalt","ERDF","2007","2007-2013","42,668,780","56,305,939","3,074,889","97,236"
"DE","DEE","DEE0 Sachsen-Anhalt","DEE0","Sachsen-Anhalt","ERDF","2008","2007-2013","64,003,172","136,493,983","16,345,135","516,878"
"DE","DEE","DEE0 Sachsen-Anhalt","DEE0","Sachsen-Anhalt","ERDF","2009","2007-2013","404,223,712","362,987,580","9,297,870","294,024"
"DE","DEE","DEE0 Sachsen-Anhalt","DEE0","Sachsen-Anhalt","ERDF","2010","2007-2013","210,690,512","243,081,037","7,303,374","230,952"
"DE","DEE","DEE0 Sachsen-Anhalt","DEE0","Sachsen-Anhalt","ERDF","2011","2007-2013","362,708,704","325,217,608","8,453,444","267,321"
"DE","DEE","DEE0 Sachsen-Anhalt","DEE0","Sachsen-Anhalt","ERDF","2012","2007-2013","186,752,048","199,066,365","2,776,616","87,804"
"DE","DEE","DEE0 Sachsen-Anhalt","DEE0","Sachsen-Anhalt","ERDF","2013","2007-2013","244,546,736","206,301,294","8,623,533","272,700"
"DE","DEE","DEE0 Sachsen-Anhalt","DEE0","Sachsen-Anhalt","ERDF","2014","2007-2013","65,049,716","148,393,415","18,792,230","594,262"
"DE","DEE","DEE0 Sachsen-Anhalt","DEE0","Sachsen-Anhalt","ERDF","2015","2007-2013","387,365,632","359,002,178","21,917,399","693,089"
"DE","DEE","DEE0 Sachsen-Anhalt","DEE0","Sachsen-Anhalt","ERDF","2016","2007-2013","58,758,056","0","0","0"
"DE","DEE","DEE0 Sachsen-Anhalt","DEE0","Sachsen-Anhalt","ERDF","2018","2007-2013","10,082,337","0","0","0"
"DE","DEE","DEE0 Sachsen-Anhalt","DEE0","Sachsen-Anhalt","ESF","2007","2007-2013","16,909,406","24,142,964","1,106,897","35,003"
"DE","DEE","DEE0 Sachsen-Anhalt","DEE0","Sachsen-Anhalt","ESF","2008","2007-2013","25,364,109","47,129,812","3,330,644","105,324"
"DE","DEE","DEE0 Sachsen-Anhalt","DEE0","Sachsen-Anhalt","ESF","2009","2007-2013","101,684,448","104,860,883","486,066","15,370"
"DE","DEE","DEE0 Sachsen-Anhalt","DEE0","Sachsen-Anhalt","ESF","2010","2007-2013","112,822,457","99,572,886","2,027,483","64,114"
"DE","DEE","DEE0 Sachsen-Anhalt","DEE0","Sachsen-Anhalt","ESF","2011","2007-2013","66,363,505","83,983,428","2,696,246","85,262"
"DE","DEE","DEE0 Sachsen-Anhalt","DEE0","Sachsen-Anhalt","ESF","2012","2007-2013","128,146,873","130,448,025","4,995,240","157,963"
"DE","DEE","DEE0 Sachsen-Anhalt","DEE0","Sachsen-Anhalt","ESF","2013","2007-2013","118,914,220","115,556,268","1,154,016","36,493"
"DE","DEE","DEE0 Sachsen-Anhalt","DEE0","Sachsen-Anhalt","ESF","2014","2007-2013","103,542,677","103,721,873","6,016,788","190,267"
"DE","DEE","DEE0 Sachsen-Anhalt","DEE0","Sachsen-Anhalt","ESF","2015","2007-2013","98,303,102","89,401,158","5,458,078","172,599"
"DE","DEE","DEE0 Sachsen-Anhalt","DEE0","Sachsen-Anhalt","ESF","2016","2007-2013","17,981,529","0","0","0"
"DE","DEE","DEE0 Sachsen-Anhalt","DEE0","Sachsen-Anhalt","ESF","2020","2007-2013","8,784,971","0","0","0"
"DE","DEF","DEF0 Schleswig-Holstein","DEF0","Schleswig-Holstein","ERDF","2007","2007-2013","7,477,775","12,947,511","988,669","31,264"
"DE","DEF","DEF0 Schleswig-Holstein","DEF0","Schleswig-Holstein","ERDF","2008","2007-2013","21,738,822","26,219,482","809,891","25,611"
"DE","DEF","DEF0 Schleswig-Holstein","DEF0","Schleswig-Holstein","ERDF","2009","2007-2013","39,546,680","39,965,051","75,621","2,391"
"DE","DEF","DEF0 Schleswig-Holstein","DEF0","Schleswig-Holstein","ERDF","2010","2007-2013","41,209,448","46,045,850","874,192","27,644"
"DE","DEF","DEF0 Schleswig-Holstein","DEF0","Schleswig-Holstein","ERDF","2011","2007-2013","60,431,160","53,717,605","1,213,492","38,374"
"DE","DEF","DEF0 Schleswig-Holstein","DEF0","Schleswig-Holstein","ERDF","2012","2007-2013","33,748,928","40,679,629","2,017,287","63,792"
"DE","DEF","DEF0 Schleswig-Holstein","DEF0","Schleswig-Holstein","ERDF","2013","2007-2013","55,118,632","51,725,430","1,339,279","42,351"
"DE","DEF","DEF0 Schleswig-Holstein","DEF0","Schleswig-Holstein","ERDF","2014","2007-2013","36,955,588","41,267,261","2,873,175","90,857"
"DE","DEF","DEF0 Schleswig-Holstein","DEF0","Schleswig-Holstein","ERDF","2015","2007-2013","48,418,284","48,603,756","2,953,640","93,402"
"DE","DEF","DEF0 Schleswig-Holstein","DEF0","Schleswig-Holstein","ERDF","2016","2007-2013","10,549,019","0","0","0"
"DE","DEF","DEF0 Schleswig-Holstein","DEF0","Schleswig-Holstein","ERDF","2017","2007-2013","5,977,244","0","0","0"
"DE","DEF","DEF0 Schleswig-Holstein","DEF0","Schleswig-Holstein","ESF","2007","2007-2013","3,732,160","4,994,229","264,077","8,350"
"DE","DEF","DEF0 Schleswig-Holstein","DEF0","Schleswig-Holstein","ESF","2008","2007-2013","5,598,241","11,097,943","1,150,768","36,390"
"DE","DEF","DEF0 Schleswig-Holstein","DEF0","Schleswig-Holstein","ESF","2009","2007-2013","29,993,635","25,605,522","918,177","29,035"
"DE","DEF","DEF0 Schleswig-Holstein","DEF0","Schleswig-Holstein","ESF","2010","2007-2013","10,528,991","16,038,966","1,152,917","36,458"
"DE","DEF","DEF0 Schleswig-Holstein","DEF0","Schleswig-Holstein","ESF","2011","2007-2013","34,969,953","32,622,695","491,144","15,531"
"DE","DEF","DEF0 Schleswig-Holstein","DEF0","Schleswig-Holstein","ESF","2012","2007-2013","24,558,067","29,266,365","985,173","31,153"
"DE","DEF","DEF0 Schleswig-Holstein","DEF0","Schleswig-Holstein","ESF","2013","2007-2013","45,442,979","39,743,856","1,192,495","37,710"
"DE","DEF","DEF0 Schleswig-Holstein","DEF0","Schleswig-Holstein","ESF","2014","2007-2013","20,163,001","17,794,187","495,655","15,673"
"DE","DEF","DEF0 Schleswig-Holstein","DEF0","Schleswig-Holstein","ESF","2015","2007-2013","0","7,478,758","455,464","14,403"
"DE","DEF","DEF0 Schleswig-Holstein","DEF0","Schleswig-Holstein","ESF","2017","2007-2013","5,000,586","0","0","0"
"DE","DEF","DEF0 Schleswig-Holstein","DEF0","Schleswig-Holstein","ESF","2020","2007-2013","4,654,908","0","0","0"
"DE","DEG","DEG0 Thüringen","DEG0","Thüringen","ERDF","2007","2007-2013","35,989,432","46,727,551","2,650,186","83,806"
"DE","DEG","DEG0 Thüringen","DEG0","Thüringen","ERDF","2008","2007-2013","53,984,148","83,956,034","7,397,113","233,917"
"DE","DEG","DEG0 Thüringen","DEG0","Thüringen","ERDF","2009","2007-2013","204,662,928","215,438,394","2,659,403","84,097"
"DE","DEG","DEG0 Thüringen","DEG0","Thüringen","ERDF","2010","2007-2013","258,834,832","270,197,675","2,804,369","88,681"
"DE","DEG","DEG0 Thüringen","DEG0","Thüringen","ERDF","2011","2007-2013","315,959,680","322,560,206","1,629,021","51,514"
"DE","DEG","DEG0 Thüringen","DEG0","Thüringen","ERDF","2012","2007-2013","349,142,752","332,957,169","3,994,629","126,321"
"DE","DEG","DEG0 Thüringen","DEG0","Thüringen","ERDF","2013","2007-2013","267,772,368","246,431,709","5,266,911","166,554"
"DE","DEG","DEG0 Thüringen","DEG0","Thüringen","ERDF","2014","2007-2013","160,485,680","158,925,038","385,169","12,180"
"DE","DEG","DEG0 Thüringen","DEG0","Thüringen","ERDF","2015","2007-2013","62,666,232","122,277,848","7,493,383","236,961"
"DE","DEG","DEG0 Thüringen","DEG0","Thüringen","ERDF","2018","2007-2013","89,973,576","0","0","0"
"DE","DEG","DEG0 Thüringen","DEG0","Thüringen","ESF","2007","2007-2013","15,928,037","31,558,133","2,991,838","94,610"
"DE","DEG","DEG0 Thüringen","DEG0","Thüringen","ESF","2008","2007-2013","64,845,987","76,495,064","2,229,810","70,512"
"DE","DEG","DEG0 Thüringen","DEG0","Thüringen","ESF","2009","2007-2013","113,175,563","115,735,165","489,946","15,493"
"DE","DEG","DEG0 Thüringen","DEG0","Thüringen","ESF","2010","2007-2013","123,794,813","99,866,532","4,580,237","144,839"
"DE","DEG","DEG0 Thüringen","DEG0","Thüringen","ESF","2011","2007-2013","24,521,399","48,713,414","4,630,720","146,436"
"DE","DEG","DEG0 Thüringen","DEG0","Thüringen","ESF","2012","2007-2013","124,888,992","122,622,836","433,776","13,717"
"DE","DEG","DEG0 Thüringen","DEG0","Thüringen","ESF","2013","2007-2013","115,487,187","108,972,487","1,247,012","39,434"
"DE","DEG","DEG0 Thüringen","DEG0","Thüringen","ESF","2014","2007-2013","88,459,063","98,828,137","1,984,798","62,764"
"DE","DEG","DEG0 Thüringen","DEG0","Thüringen","ESF","2015","2007-2013","83,416,993","99,787,448","6,066,088","191,826"
"DE","DEG","DEG0 Thüringen","DEG0","Thüringen","ESF","2016","2007-2013","9,286,245","0","0","0"
"DE","DEG","DEG0 Thüringen","DEG0","Thüringen","ESF","2017","2007-2013","31,450,455","0","0","0"
"DE","DEG","DEG0 Thüringen","DEG0","Thüringen","ESF","2020","2007-2013","7,324,480","0","0","0"
"DK","DK0","DK01 Hovedstaden","DK01","Hovedstaden","ERDF","2007","2007-2013","1,194,717","1,859,911","73,356","2,319"
"DK","DK0","DK01 Hovedstaden","DK01","Hovedstaden","ERDF","2008","2007-2013","1,792,076","1,954,040","17,861","564"
"DK","DK0","DK01 Hovedstaden","DK01","Hovedstaden","ERDF","2009","2007-2013","2,228,417","3,137,682","100,272","3,170"
"DK","DK0","DK01 Hovedstaden","DK01","Hovedstaden","ERDF","2010","2007-2013","4,678,038","8,667,376","439,940","13,912"
"DK","DK0","DK01 Hovedstaden","DK01","Hovedstaden","ERDF","2011","2007-2013","15,425,586","11,879,697","596,596","18,866"
"DK","DK0","DK01 Hovedstaden","DK01","Hovedstaden","ERDF","2012","2007-2013","5,021,670","4,734,422","1,125,451","35,589"
"DK","DK0","DK01 Hovedstaden","DK01","Hovedstaden","ERDF","2013","2007-2013","0","5,834,854","926,809","29,308"
"DK","DK0","DK01 Hovedstaden","DK01","Hovedstaden","ERDF","2014","2007-2013","17,891,864","14,434,330","876,501","27,717"
"DK","DK0","DK01 Hovedstaden","DK01","Hovedstaden","ERDF","2015","2007-2013","8,516,726","7,233,575","470,885","14,890"
"DK","DK0","DK01 Hovedstaden","DK01","Hovedstaden","ERDF","2017","2007-2013","2,986,794","0","0","0"
"DK","DK0","DK01 Hovedstaden","DK01","Hovedstaden","ESF","2007","2007-2013","1,437,949","2,314,696","87,909","2,779"
"DK","DK0","DK01 Hovedstaden","DK01","Hovedstaden","ESF","2008","2007-2013","2,156,924","4,015,396","186,344","5,892"
"DK","DK0","DK01 Hovedstaden","DK01","Hovedstaden","ESF","2009","2007-2013","6,729,036","6,476,876","25,283","799"
"DK","DK0","DK01 Hovedstaden","DK01","Hovedstaden","ESF","2010","2007-2013","6,108,687","7,372,811","771,864","24,408"
"DK","DK0","DK01 Hovedstaden","DK01","Hovedstaden","ESF","2011","2007-2013","8,143,188","7,701,520","1,266,784","40,059"
"DK","DK0","DK01 Hovedstaden","DK01","Hovedstaden","ESF","2012","2007-2013","3,980,163","8,559,557","984,710","31,139"
"DK","DK0","DK01 Hovedstaden","DK01","Hovedstaden","ESF","2013","2007-2013","13,169,547","13,673,098","659,628","20,859"
"DK","DK0","DK01 Hovedstaden","DK01","Hovedstaden","ESF","2014","2007-2013","16,399,482","13,609,269","1,072,012","33,900"
"DK","DK0","DK01 Hovedstaden","DK01","Hovedstaden","ESF","2015","2007-2013","10,177,631","8,174,257","561,324","17,750"
"DK","DK0","DK01 Hovedstaden","DK01","Hovedstaden","ESF","2017","2007-2013","3,594,874","0","0","0"
"DK","DK0","DK02 Sjælland","DK02","Sjælland","ERDF","2007","2007-2013","669,537","1,042,321","41,110","1,300"
"DK","DK0","DK02 Sjælland","DK02","Sjælland","ERDF","2008","2007-2013","1,004,306","1,095,073","10,009","316"
"DK","DK0","DK02 Sjælland","DK02","Sjælland","ERDF","2009","2007-2013","1,248,838","1,758,403","56,194","1,777"
"DK","DK0","DK02 Sjælland","DK02","Sjælland","ERDF","2010","2007-2013","2,621,641","4,857,325","246,548","7,796"
"DK","DK0","DK02 Sjælland","DK02","Sjælland","ERDF","2011","2007-2013","8,644,725","6,657,557","334,341","10,572"
"DK","DK0","DK02 Sjælland","DK02","Sjælland","ERDF","2012","2007-2013","2,814,218","2,653,240","630,719","19,945"
"DK","DK0","DK02 Sjælland","DK02","Sjælland","ERDF","2013","2007-2013","0","3,269,938","519,397","16,424"
"DK","DK0","DK02 Sjælland","DK02","Sjælland","ERDF","2014","2007-2013","10,026,863","8,089,210","491,204","15,533"
"DK","DK0","DK02 Sjælland","DK02","Sjælland","ERDF","2015","2007-2013","4,772,898","4,053,802","263,890","8,344"
"DK","DK0","DK02 Sjælland","DK02","Sjælland","ERDF","2017","2007-2013","1,673,843","0","0","0"
"DK","DK0","DK02 Sjælland","DK02","Sjælland","ESF","2007","2007-2013","859,792","1,384,024","52,563","1,662"
"DK","DK0","DK02 Sjælland","DK02","Sjælland","ESF","2008","2007-2013","1,289,688","2,400,923","111,421","3,523"
"DK","DK0","DK02 Sjælland","DK02","Sjælland","ESF","2009","2007-2013","4,023,488","3,872,714","15,117","478"
"DK","DK0","DK02 Sjælland","DK02","Sjælland","ESF","2010","2007-2013","3,652,563","4,408,420","461,520","14,594"
"DK","DK0","DK02 Sjælland","DK02","Sjælland","ESF","2011","2007-2013","4,869,051","4,604,965","757,447","23,952"
"DK","DK0","DK02 Sjælland","DK02","Sjælland","ESF","2012","2007-2013","2,379,856","5,118,011","588,787","18,619"
"DK","DK0","DK02 Sjælland","DK02","Sjælland","ESF","2013","2007-2013","7,874,459","8,175,547","394,411","12,472"
"DK","DK0","DK02 Sjælland","DK02","Sjælland","ESF","2014","2007-2013","9,805,732","8,137,382","640,987","20,269"
"DK","DK0","DK02 Sjælland","DK02","Sjælland","ESF","2015","2007-2013","6,085,505","4,887,628","335,632","10,613"
"DK","DK0","DK02 Sjælland","DK02","Sjælland","ESF","2017","2007-2013","2,149,480","0","0","0"
"DK","DK0","DK03 Syddanmark","DK03","Syddanmark","ERDF","2007","2007-2013","1,077,882","1,678,024","66,183","2,092"
"DK","DK0","DK03 Syddanmark","DK03","Syddanmark","ERDF","2008","2007-2013","1,616,823","1,762,948","16,114","509"
"DK","DK0","DK03 Syddanmark","DK03","Syddanmark","ERDF","2009","2007-2013","2,010,493","2,830,838","90,466","2,860"
"DK","DK0","DK03 Syddanmark","DK03","Syddanmark","ERDF","2010","2007-2013","4,220,557","7,819,765","396,916","12,551"
"DK","DK0","DK03 Syddanmark","DK03","Syddanmark","ERDF","2011","2007-2013","13,917,066","10,717,942","538,253","17,021"
"DK","DK0","DK03 Syddanmark","DK03","Syddanmark","ERDF","2012","2007-2013","4,530,585","4,271,428","1,015,389","32,109"
"DK","DK0","DK03 Syddanmark","DK03","Syddanmark","ERDF","2013","2007-2013","0","5,264,245","836,173","26,442"
"DK","DK0","DK03 Syddanmark","DK03","Syddanmark","ERDF","2014","2007-2013","16,142,160","13,022,749","790,785","25,006"
"DK","DK0","DK03 Syddanmark","DK03","Syddanmark","ERDF","2015","2007-2013","7,683,848","6,526,180","424,835","13,434"
"DK","DK0","DK03 Syddanmark","DK03","Syddanmark","ERDF","2017","2007-2013","2,694,706","0","0","0"
"DK","DK0","DK03 Syddanmark","DK03","Syddanmark","ESF","2007","2007-2013","980,859","1,578,909","59,965","1,896"
"DK","DK0","DK03 Syddanmark","DK03","Syddanmark","ESF","2008","2007-2013","1,471,289","2,738,997","127,110","4,019"
"DK","DK0","DK03 Syddanmark","DK03","Syddanmark","ESF","2009","2007-2013","4,590,036","4,418,032","17,246","545"
"DK","DK0","DK03 Syddanmark","DK03","Syddanmark","ESF","2010","2007-2013","4,166,881","5,029,171","526,507","16,649"
"DK","DK0","DK03 Syddanmark","DK03","Syddanmark","ESF","2011","2007-2013","5,554,663","5,253,391","864,104","27,325"
"DK","DK0","DK03 Syddanmark","DK03","Syddanmark","ESF","2012","2007-2013","2,714,964","5,838,678","671,694","21,240"
"DK","DK0","DK03 Syddanmark","DK03","Syddanmark","ESF","2013","2007-2013","8,983,263","9,326,747","449,948","14,228"
"DK","DK0","DK03 Syddanmark","DK03","Syddanmark","ESF","2014","2007-2013","11,186,478","9,283,208","731,245","23,124"
"DK","DK0","DK03 Syddanmark","DK03","Syddanmark","ESF","2015","2007-2013","6,942,406","5,575,856","382,892","12,108"
"DK","DK0","DK03 Syddanmark","DK03","Syddanmark","ESF","2017","2007-2013","2,452,149","0","0","0"
"DK","DK0","DK04 Midtjylland","DK04","Midtjylland","ERDF","2007","2007-2013","870,153","1,354,636","53,428","1,689"
"DK","DK0","DK04 Midtjylland","DK04","Midtjylland","ERDF","2008","2007-2013","1,305,230","1,423,194","13,008","411"
"DK","DK0","DK04 Midtjylland","DK04","Midtjylland","ERDF","2009","2007-2013","1,623,032","2,285,280","73,032","2,309"
"DK","DK0","DK04 Midtjylland","DK04","Midtjylland","ERDF","2010","2007-2013","3,407,174","6,312,744","320,423","10,132"
"DK","DK0","DK04 Midtjylland","DK04","Midtjylland","ERDF","2011","2007-2013","11,234,977","8,652,386","434,521","13,740"
"DK","DK0","DK04 Midtjylland","DK04","Midtjylland","ERDF","2012","2007-2013","3,657,453","3,448,240","819,704","25,921"
"DK","DK0","DK04 Midtjylland","DK04","Midtjylland","ERDF","2013","2007-2013","0","4,249,722","675,026","21,346"
"DK","DK0","DK04 Midtjylland","DK04","Midtjylland","ERDF","2014","2007-2013","13,031,252","10,513,012","638,385","20,187"
"DK","DK0","DK04 Midtjylland","DK04","Midtjylland","ERDF","2015","2007-2013","6,203,021","5,268,458","342,961","10,845"
"DK","DK0","DK04 Midtjylland","DK04","Midtjylland","ERDF","2017","2007-2013","2,175,383","0","0","0"
"DK","DK0","DK04 Midtjylland","DK04","Midtjylland","ESF","2007","2007-2013","973,037","1,566,317","59,486","1,881"
"DK","DK0","DK04 Midtjylland","DK04","Midtjylland","ESF","2008","2007-2013","1,459,555","2,717,153","126,096","3,987"
"DK","DK0","DK04 Midtjylland","DK04","Midtjylland","ESF","2009","2007-2013","4,553,428","4,382,796","17,108","541"
"DK","DK0","DK04 Midtjylland","DK04","Midtjylland","ESF","2010","2007-2013","4,133,648","4,989,061","522,308","16,516"
"DK","DK0","DK04 Midtjylland","DK04","Midtjylland","ESF","2011","2007-2013","5,510,362","5,211,492","857,212","27,107"
"DK","DK0","DK04 Midtjylland","DK04","Midtjylland","ESF","2012","2007-2013","2,693,311","5,792,112","666,337","21,071"
"DK","DK0","DK04 Midtjylland","DK04","Midtjylland","ESF","2013","2007-2013","8,911,617","9,252,362","446,360","14,115"
"DK","DK0","DK04 Midtjylland","DK04","Midtjylland","ESF","2014","2007-2013","11,097,261","9,209,170","725,413","22,939"
"DK","DK0","DK04 Midtjylland","DK04","Midtjylland","ESF","2015","2007-2013","6,887,037","5,531,386","379,838","12,011"
"DK","DK0","DK04 Midtjylland","DK04","Midtjylland","ESF","2017","2007-2013","2,432,592","0","0","0"
"DK","DK0","DK05 Nordjylland","DK05","Nordjylland","ERDF","2007","2007-2013","1,283,481","1,998,096","78,807","2,492"
"DK","DK0","DK05 Nordjylland","DK05","Nordjylland","ERDF","2008","2007-2013","1,925,221","2,099,218","19,188","606"
"DK","DK0","DK05 Nordjylland","DK05","Nordjylland","ERDF","2009","2007-2013","2,393,981","3,370,800","107,722","3,406"
"DK","DK0","DK05 Nordjylland","DK05","Nordjylland","ERDF","2010","2007-2013","5,025,599","9,311,331","472,626","14,945"
"DK","DK0","DK05 Nordjylland","DK05","Nordjylland","ERDF","2011","2007-2013","16,571,652","12,762,316","640,921","20,267"
"DK","DK0","DK05 Nordjylland","DK05","Nordjylland","ERDF","2012","2007-2013","5,394,763","5,086,173","1,209,068","38,234"
"DK","DK0","DK05 Nordjylland","DK05","Nordjylland","ERDF","2013","2007-2013","0","6,268,362","995,667","31,485"
"DK","DK0","DK05 Nordjylland","DK05","Nordjylland","ERDF","2014","2007-2013","19,221,164","15,506,748","941,622","29,776"
"DK","DK0","DK05 Nordjylland","DK05","Nordjylland","ERDF","2015","2007-2013","9,149,488","7,771,004","505,870","15,997"
"DK","DK0","DK05 Nordjylland","DK05","Nordjylland","ERDF","2017","2007-2013","3,208,702","0","0","0"
"DK","DK0","DK05 Nordjylland","DK05","Nordjylland","ESF","2007","2007-2013","844,133","1,358,818","51,606","1,631"
"DK","DK0","DK05 Nordjylland","DK05","Nordjylland","ESF","2008","2007-2013","1,266,200","2,357,196","109,391","3,459"
"DK","DK0","DK05 Nordjylland","DK05","Nordjylland","ESF","2009","2007-2013","3,950,210","3,802,183","14,842","469"
"DK","DK0","DK05 Nordjylland","DK05","Nordjylland","ESF","2010","2007-2013","3,586,041","4,328,132","453,115","14,328"
"DK","DK0","DK05 Nordjylland","DK05","Nordjylland","ESF","2011","2007-2013","4,780,374","4,521,097","743,652","23,516"
"DK","DK0","DK05 Nordjylland","DK05","Nordjylland","ESF","2012","2007-2013","2,336,513","5,024,799","578,063","18,279"
"DK","DK0","DK05 Nordjylland","DK05","Nordjylland","ESF","2013","2007-2013","7,731,045","8,026,649","387,228","12,245"
"DK","DK0","DK05 Nordjylland","DK05","Nordjylland","ESF","2014","2007-2013","9,627,145","7,989,180","629,313","19,900"
"DK","DK0","DK05 Nordjylland","DK05","Nordjylland","ESF","2015","2007-2013","5,974,672","4,798,612","329,519","10,420"
"DK","DK0","DK05 Nordjylland","DK05","Nordjylland","ESF","2017","2007-2013","2,110,333","0","0","0"
"EE","EE0","EE00 Eesti","EE00","Eesti","CF","2007","2007-2013","28,793,282","37,548,459","2,293,142","72,515"
"EE","EE0","EE00 Eesti","EE00","Eesti","CF","2008","2007-2013","46,069,252","53,847,222","2,037,193","64,421"
"EE","EE0","EE00 Eesti","EE00","Eesti","CF","2009","2007-2013","86,996,496","91,305,841","1,128,697","35,692"
"EE","EE0","EE00 Eesti","EE00","Eesti","CF","2010","2007-2013","109,672,032","97,862,812","3,093,052","97,810"
"EE","EE0","EE00 Eesti","EE00","Eesti","CF","2011","2007-2013","47,532,584","96,181,397","12,742,020","402,938"
"EE","EE0","EE00 Eesti","EE00","Eesti","CF","2012","2007-2013","303,519,904","307,163,710","954,379","30,180"
"EE","EE0","EE00 Eesti","EE00","Eesti","CF","2013","2007-2013","322,693,408","288,807,314","8,875,392","280,664"
"EE","EE0","EE00 Eesti","EE00","Eesti","CF","2014","2007-2013","144,386,688","128,742,468","4,097,509","129,574"
"EE","EE0","EE00 Eesti","EE00","Eesti","CF","2015","2007-2013","4,481,120","50,272,103","3,089,479","97,697"
"EE","EE0","EE00 Eesti","EE00","Eesti","CF","2019","2007-2013","57,586,564","0","0","0"
"EE","EE0","EE00 Eesti","EE00","Eesti","ERDF","2007","2007-2013","37,204,220","47,290,066","2,819,087","89,147"
"EE","EE0","EE00 Eesti","EE00","Eesti","ERDF","2008","2007-2013","55,806,328","105,829,392","13,981,912","442,146"
"EE","EE0","EE00 Eesti","EE00","Eesti","ERDF","2009","2007-2013","332,590,592","333,740,615","321,442","10,164"
"EE","EE0","EE00 Eesti","EE00","Eesti","ERDF","2010","2007-2013","338,953,824","307,191,672","8,877,817","280,741"
"EE","EE0","EE00 Eesti","EE00","Eesti","ERDF","2011","2007-2013","163,209,616","178,846,731","4,370,719","138,214"
"EE","EE0","EE00 Eesti","EE00","Eesti","ERDF","2012","2007-2013","249,731,856","257,308,401","2,117,714","66,968"
"EE","EE0","EE00 Eesti","EE00","Eesti","ERDF","2013","2007-2013","291,653,888","277,222,237","4,033,780","127,559"
"EE","EE0","EE00 Eesti","EE00","Eesti","ERDF","2014","2007-2013","211,801,648","205,920,217","1,643,914","51,985"
"EE","EE0","EE00 Eesti","EE00","Eesti","ERDF","2015","2007-2013","86,248,360","146,861,549","9,055,364","286,355"
"EE","EE0","EE00 Eesti","EE00","Eesti","ERDF","2019","2007-2013","93,010,552","0","0","0"
"EE","EE0","EE00 Eesti","EE00","Eesti","ESF","2007","2007-2013","7,830,346","9,664,987","617,346","19,522"
"EE","EE0","EE00 Eesti","EE00","Eesti","ESF","2008","2007-2013","11,745,519","18,505,582","2,274,725","71,933"
"EE","EE0","EE00 Eesti","EE00","Eesti","ESF","2009","2007-2013","55,023,992","58,814,473","1,275,477","40,334"
"EE","EE0","EE00 Eesti","EE00","Eesti","ESF","2010","2007-2013","79,290,962","71,328,955","2,679,173","84,722"
"EE","EE0","EE00 Eesti","EE00","Eesti","ESF","2011","2007-2013","28,317,542","40,375,047","4,057,287","128,302"
