GDPC,VABI,EMP,QOA,QOR,YUA,REST,EBSG,GGFC,LBGD,FDI,PC,ARP,CO2C,PAM,ROL,GE,COC,RQ,SSB,PT,EUPC
1.0163389444351196,1.0200023651123047,0.9800711870193481,1.0198657512664795,0.980074405670166,1.0192718505859375,0.9801753759384155,1.0033185482025146,0.9808481335639954,0.9806368947029114,1.01960289478302,1.0183125734329224,1.019784688949585,1.0196759700775146,0.9801497459411621,1.0188393592834473,1.0199604034423828,0.9800260663032532,1.019982099533081,0.9801252484321594,0.9801170229911804,1.0179449319839478
1.0174723863601685,1.0300151109695435,0.9701468348503113,1.0296401977539062,0.9702762365341187,1.0265806913375854,0.97025465965271,0.99517822265625,0.9716112613677979,0.9711900949478149,1.0285139083862305,1.0226303339004517,1.0291540622711182,1.0293898582458496,0.9705844521522522,1.0252785682678223,1.029889702796936,0.9700708985328674,1.0299516916275024,0.9704737663269043,0.9703757762908936,1.0202832221984863
1.0135918855667114,1.0400506258010864,0.9602342247962952,1.0393919944763184,0.9606283903121948,1.0298181772232056,0.9605702757835388,0.9870541095733643,0.9622984528541565,0.9616246223449707,1.0360255241394043,1.021674394607544,1.0378128290176392,1.039231777191162,0.961409866809845,1.0276381969451904,1.0397870540618896,0.960087776184082,1.0399006605148315,0.9611130952835083,0.9606733918190002,1.0172405242919922
1.0075531005859375,1.0501277446746826,0.9503182768821716,1.0491743087768555,0.9511405825614929,1.028617024421692,0.9508622288703918,0.9816775918006897,0.9528852701187134,0.9519280791282654,1.0410834550857544,1.0171693563461304,1.045501947402954,1.0491745471954346,0.9527362585067749,1.0258238315582275,1.0496588945388794,0.9500477313995361,1.0498192310333252,0.9520960450172424,0.9509257674217224,1.0114628076553345
1.000185251235962,1.0602607727050781,0.940368115901947,1.0590239763259888,0.9418254494667053,1.0243871212005615,0.9410077333450317,0.9811017513275146,0.9433454871177673,0.9420998692512512,1.0428532361984253,1.0107285976409912,1.0520814657211304,1.059203028678894,0.9447242617607117,1.02113676071167,1.0595154762268066,0.9399421215057373,1.0596964359283447,0.9434893131256104,0.9411062002182007,1.0042563676834106
0.9920738935470581,1.0704553127288818,0.9303596019744873,1.0689650774002075,0.9326987266540527,1.0182979106903076,0.9315565228462219,0.9839122891426086,0.9336695075035095,0.9321472644805908,1.0413130521774292,1.0031611919403076,1.0575010776519775,1.0690487623214722,0.9375924468040466,1.0146896839141846,1.0693554878234863,0.9297674894332886,1.0695114135742188,0.9353833198547363,0.9312138557434082,0.996179461479187
0.9834208488464355,1.080712914466858,0.920275866985321,1.079012155532837,0.9237778186798096,1.0110158920288086,0.9247129559516907,0.9885506629943848,0.9238551259040833,0.9220775365829468,1.0371617078781128,0.9948702454566956,1.0617725849151611,1.0785889625549316,0.9316109418869019,1.00714910030365,1.07916259765625,0.9195199012756348,1.0792244672775269,0.9278972148895264,0.9212592244148254,0.9875074625015259
0.9743837714195251,1.0910366773605347,0.9101067781448364,1.0891730785369873,0.9150726199150085,1.0029128789901733,0.9231520295143127,0.9937098622322083,0.9139046669006348,0.911896288394928,1.0311915874481201,0.9860736727714539,1.0649043321609497,1.0880846977233887,0.9270480275154114,0.9988886713981628,1.0888994932174683,0.9091944694519043,1.0887632369995117,0.9211676120758057,0.9112507700920105,0.9783952236175537
0.9653423428535461,1.1014325618743896,0.8998437523841858,1.099450945854187,0.9065842032432556,0.9942096471786499,0.9259646534919739,0.997468888759613,0.9038194417953491,0.9016063809394836,1.0239964723587036,0.9768937230110168,1.0669143199920654,1.0977051258087158,0.9241162538528442,0.9901155829429626,1.0985163450241089,0.898785412311554,1.0980204343795776,0.9153399467468262,0.9011937379837036,0.9689372181892395
0.9587826728820801,1.1119102239608765,0.8894815444946289,1.1098467111587524,0.8982851505279541,0.9850465655326843,0.9312649965286255,0.9975835680961609,0.8936018347740173,0.8912094235420227,1.0159521102905273,0.9674047231674194,1.067753553390503,1.1075422763824463,0.9228785037994385,0.9809503555297852,1.1079373359680176,0.8882876038551331,1.106832504272461,0.910524845123291,0.8910711407661438,0.9591956734657288
0.9574241638183594,1.1224819421768188,0.8790208697319031,1.1203608512878418,0.8900848627090454,0.9755243062973022,0.9380390644073486,0.9940813779830933,0.8832581043243408,0.8807092308998108,1.0072987079620361,0.9576608538627625,1.0671663284301758,1.1171250343322754,0.9231769442558289,0.9714760780334473,1.1169966459274292,0.8776991963386536,1.1149134635925293,0.906724214553833,0.880826473236084,0.949216902256012
0.9595792293548584,1.1331568956375122,0.8684535026550293,1.1309938430786133,0.881894052028656,0.9657049179077148,0.9457941055297852,0.988431990146637,0.8727849125862122,0.8701016306877136,0.9981703758239746,0.9476830363273621,1.0651230812072754,1.1263123750686646,0.924825131893158,0.9617248177528381,1.1255308389663696,0.8670149445533752,1.121962308883667,0.9039123058319092,0.8704336881637573,0.9390276074409485
0.9641949534416199,1.1439414024353027,0.8577661514282227,1.141747236251831,0.8736475110054016,0.955621063709259,0.9542476534843445,0.9814333915710449,0.8621734380722046,0.8593763709068298,0.9886384010314941,0.937476634979248,1.0618767738342285,1.1357502937316895,0.9276690483093262,0.9517059922218323,1.1334490776062012,0.8562252521514893,1.1277599334716797,0.902069091796875,0.8598912358283997,0.9286405444145203
0.9705466032028198,1.1548229455947876,0.8469444513320923,1.152624249458313,0.8653573393821716,0.9452866315841675,0.963204026222229,0.9736223220825195,0.8514133095741272,0.8485221862792969,0.9787428379058838,0.9270429015159607,1.0581411123275757,1.1455601453781128,0.9316822290420532,0.941423237323761,1.1409224271774292,0.845318615436554,1.1323643922805786,0.9012765884399414,0.8492377996444702,0.9180603623390198
0.9780996441841125,1.1657365560531616,0.8359851837158203,1.1636278629302979,0.8570061326026917,0.9347212314605713,0.9725614190101624,0.9654890298843384,0.840503990650177,0.8375369906425476,0.9685279726982117,0.9163970947265625,1.0546655654907227,1.1554611921310425,0.9367613792419434,0.9308987855911255,1.1480900049209595,0.8342907428741455,1.1358232498168945,0.9015448093414307,0.8385069966316223,0.9072964787483215
